"rxnID"	"source"	"panID_RAVEN_kegg"	"panID_RAVEN_biocyc"	"panID_inter"	"panID_union"
"MNXR95786"	"RAVEN_kegg;RAVEN_biocyc"	"Sugiyamaella_lignohabitans@Seq_3267"	"Sugiyamaella_lignohabitans@Seq_3267"	"Sugiyamaella_lignohabitans@Seq_3267"	"Sugiyamaella_lignohabitans@Seq_3267"
"MNXR106335"	"RAVEN_kegg"	"Sugiyamaella_lignohabitans@Seq_291 or Sugiyamaella_lignohabitans@Seq_4929"	NA	""	"Sugiyamaella_lignohabitans@Seq_291;Sugiyamaella_lignohabitans@Seq_4929"
"MNXR96455"	"RAVEN_kegg;RAVEN_biocyc"	"Sugiyamaella_lignohabitans@Seq_1209"	"Sugiyamaella_lignohabitans@Seq_1209"	"Sugiyamaella_lignohabitans@Seq_1209"	"Sugiyamaella_lignohabitans@Seq_1209"
"MNXR95163"	"RAVEN_kegg"	"Sugiyamaella_lignohabitans@Seq_4132"	NA	""	"Sugiyamaella_lignohabitans@Seq_4132"
"MNXR102428"	"RAVEN_kegg"	"Sugiyamaella_lignohabitans@Seq_1799 or Sugiyamaella_lignohabitans@Seq_575 or Sugiyamaella_lignohabitans@Seq_6016 or Sugiyamaella_lignohabitans@Seq_3285 or Sugiyamaella_lignohabitans@Seq_291 or Sugiyamaella_lignohabitans@Seq_4929"	NA	""	"Sugiyamaella_lignohabitans@Seq_1799;Sugiyamaella_lignohabitans@Seq_575;Sugiyamaella_lignohabitans@Seq_6016;Sugiyamaella_lignohabitans@Seq_3285;Sugiyamaella_lignohabitans@Seq_291;Sugiyamaella_lignohabitans@Seq_4929"
"MNXR100245"	"RAVEN_kegg"	"Sugiyamaella_lignohabitans@Seq_5171"	NA	""	"Sugiyamaella_lignohabitans@Seq_5171"
"MNXR95628"	"RAVEN_kegg"	"Sugiyamaella_lignohabitans@Seq_469 or Sugiyamaella_lignohabitans@Seq_5235"	NA	""	"Sugiyamaella_lignohabitans@Seq_469;Sugiyamaella_lignohabitans@Seq_5235"
"MNXR106342"	"RAVEN_kegg"	"Sugiyamaella_lignohabitans@Seq_1432"	NA	""	"Sugiyamaella_lignohabitans@Seq_1432"
"MNXR106343"	"RAVEN_kegg"	"Sugiyamaella_lignohabitans@Seq_3305 or Sugiyamaella_lignohabitans@Seq_1909 or Sugiyamaella_lignohabitans@Seq_5444 or Sugiyamaella_lignohabitans@Seq_211 or Sugiyamaella_lignohabitans@Seq_1566"	NA	""	"Sugiyamaella_lignohabitans@Seq_3305;Sugiyamaella_lignohabitans@Seq_1909;Sugiyamaella_lignohabitans@Seq_5444;Sugiyamaella_lignohabitans@Seq_211;Sugiyamaella_lignohabitans@Seq_1566"
"MNXR101350"	"RAVEN_kegg"	"Sugiyamaella_lignohabitans@Seq_3006"	NA	""	"Sugiyamaella_lignohabitans@Seq_3006"
"MNXR103095"	"RAVEN_kegg;RAVEN_biocyc"	"Sugiyamaella_lignohabitans@Seq_5091"	"Sugiyamaella_lignohabitans@Seq_5091"	"Sugiyamaella_lignohabitans@Seq_5091"	"Sugiyamaella_lignohabitans@Seq_5091"
"MNXR103430"	"RAVEN_kegg;RAVEN_biocyc"	"Sugiyamaella_lignohabitans@Seq_974"	"Sugiyamaella_lignohabitans@Seq_974"	"Sugiyamaella_lignohabitans@Seq_974"	"Sugiyamaella_lignohabitans@Seq_974"
"MNXR96043"	"RAVEN_kegg"	"Sugiyamaella_lignohabitans@Seq_3280"	NA	""	"Sugiyamaella_lignohabitans@Seq_3280"
"MNXR100658"	"RAVEN_kegg;RAVEN_biocyc"	"Sugiyamaella_lignohabitans@Seq_1023"	"Sugiyamaella_lignohabitans@Seq_1023"	"Sugiyamaella_lignohabitans@Seq_1023"	"Sugiyamaella_lignohabitans@Seq_1023"
