"rxnID"	"source"	"panID_RAVEN_kegg"	"panID_RAVEN_biocyc"	"panID_inter"	"panID_union"
"MNXR95786"	"RAVEN_kegg;RAVEN_biocyc"	"yHMPu5000041829_Debaryomyces_fabryi@Seq_383"	"yHMPu5000041829_Debaryomyces_fabryi@Seq_383"	"yHMPu5000041829_Debaryomyces_fabryi@Seq_383"	"yHMPu5000041829_Debaryomyces_fabryi@Seq_383"
"MNXR106335"	"RAVEN_kegg"	"yHMPu5000041829_Debaryomyces_fabryi@Seq_346 or yHMPu5000041829_Debaryomyces_fabryi@Seq_3730"	NA	""	"yHMPu5000041829_Debaryomyces_fabryi@Seq_346;yHMPu5000041829_Debaryomyces_fabryi@Seq_3730"
"MNXR96455"	"RAVEN_kegg;RAVEN_biocyc"	"yHMPu5000041829_Debaryomyces_fabryi@Seq_1725 or yHMPu5000041829_Debaryomyces_fabryi@Seq_69"	"yHMPu5000041829_Debaryomyces_fabryi@Seq_69 or yHMPu5000041829_Debaryomyces_fabryi@Seq_1725"	"yHMPu5000041829_Debaryomyces_fabryi@Seq_1725;yHMPu5000041829_Debaryomyces_fabryi@Seq_69"	"yHMPu5000041829_Debaryomyces_fabryi@Seq_1725;yHMPu5000041829_Debaryomyces_fabryi@Seq_69"
"MNXR95163"	"RAVEN_kegg"	"yHMPu5000041829_Debaryomyces_fabryi@Seq_2121"	NA	""	"yHMPu5000041829_Debaryomyces_fabryi@Seq_2121"
"MNXR102428"	"RAVEN_kegg"	"yHMPu5000041829_Debaryomyces_fabryi@Seq_4904 or yHMPu5000041829_Debaryomyces_fabryi@Seq_2347 or yHMPu5000041829_Debaryomyces_fabryi@Seq_2471 or yHMPu5000041829_Debaryomyces_fabryi@Seq_3375 or yHMPu5000041829_Debaryomyces_fabryi@Seq_3078 or yHMPu5000041829_Debaryomyces_fabryi@Seq_346 or yHMPu5000041829_Debaryomyces_fabryi@Seq_3730"	NA	""	"yHMPu5000041829_Debaryomyces_fabryi@Seq_4904;yHMPu5000041829_Debaryomyces_fabryi@Seq_2347;yHMPu5000041829_Debaryomyces_fabryi@Seq_2471;yHMPu5000041829_Debaryomyces_fabryi@Seq_3375;yHMPu5000041829_Debaryomyces_fabryi@Seq_3078;yHMPu5000041829_Debaryomyces_fabryi@Seq_346;yHMPu5000041829_Debaryomyces_fabryi@Seq_3730"
"MNXR100245"	"RAVEN_kegg"	"yHMPu5000041829_Debaryomyces_fabryi@Seq_1511"	NA	""	"yHMPu5000041829_Debaryomyces_fabryi@Seq_1511"
"MNXR95628"	"RAVEN_kegg"	"yHMPu5000041829_Debaryomyces_fabryi@Seq_345 or yHMPu5000041829_Debaryomyces_fabryi@Seq_426"	NA	""	"yHMPu5000041829_Debaryomyces_fabryi@Seq_345;yHMPu5000041829_Debaryomyces_fabryi@Seq_426"
"MNXR106342"	"RAVEN_kegg"	"yHMPu5000041829_Debaryomyces_fabryi@Seq_2868"	NA	""	"yHMPu5000041829_Debaryomyces_fabryi@Seq_2868"
"MNXR106343"	"RAVEN_kegg"	"yHMPu5000041829_Debaryomyces_fabryi@Seq_515 or yHMPu5000041829_Debaryomyces_fabryi@Seq_2421 or yHMPu5000041829_Debaryomyces_fabryi@Seq_3086 or yHMPu5000041829_Debaryomyces_fabryi@Seq_3310 or yHMPu5000041829_Debaryomyces_fabryi@Seq_3162 or yHMPu5000041829_Debaryomyces_fabryi@Seq_390 or yHMPu5000041829_Debaryomyces_fabryi@Seq_4949"	NA	""	"yHMPu5000041829_Debaryomyces_fabryi@Seq_515;yHMPu5000041829_Debaryomyces_fabryi@Seq_2421;yHMPu5000041829_Debaryomyces_fabryi@Seq_3086;yHMPu5000041829_Debaryomyces_fabryi@Seq_3310;yHMPu5000041829_Debaryomyces_fabryi@Seq_3162;yHMPu5000041829_Debaryomyces_fabryi@Seq_390;yHMPu5000041829_Debaryomyces_fabryi@Seq_4949"
"MNXR101350"	"RAVEN_kegg"	"yHMPu5000041829_Debaryomyces_fabryi@Seq_5375 or yHMPu5000041829_Debaryomyces_fabryi@Seq_4438 or yHMPu5000041829_Debaryomyces_fabryi@Seq_3513"	NA	""	"yHMPu5000041829_Debaryomyces_fabryi@Seq_5375;yHMPu5000041829_Debaryomyces_fabryi@Seq_4438;yHMPu5000041829_Debaryomyces_fabryi@Seq_3513"
"MNXR103095"	"RAVEN_kegg;RAVEN_biocyc"	"yHMPu5000041829_Debaryomyces_fabryi@Seq_1783"	"yHMPu5000041829_Debaryomyces_fabryi@Seq_1783"	"yHMPu5000041829_Debaryomyces_fabryi@Seq_1783"	"yHMPu5000041829_Debaryomyces_fabryi@Seq_1783"
"MNXR103430"	"RAVEN_kegg;RAVEN_biocyc"	"yHMPu5000041829_Debaryomyces_fabryi@Seq_732"	"yHMPu5000041829_Debaryomyces_fabryi@Seq_732"	"yHMPu5000041829_Debaryomyces_fabryi@Seq_732"	"yHMPu5000041829_Debaryomyces_fabryi@Seq_732"
"MNXR96043"	"RAVEN_kegg"	"yHMPu5000041829_Debaryomyces_fabryi@Seq_1120 or yHMPu5000041829_Debaryomyces_fabryi@Seq_1229 or yHMPu5000041829_Debaryomyces_fabryi@Seq_3316 or yHMPu5000041829_Debaryomyces_fabryi@Seq_535"	NA	""	"yHMPu5000041829_Debaryomyces_fabryi@Seq_1120;yHMPu5000041829_Debaryomyces_fabryi@Seq_1229;yHMPu5000041829_Debaryomyces_fabryi@Seq_3316;yHMPu5000041829_Debaryomyces_fabryi@Seq_535"
"MNXR100658"	"RAVEN_kegg;RAVEN_biocyc"	"yHMPu5000041829_Debaryomyces_fabryi@Seq_3033"	"yHMPu5000041829_Debaryomyces_fabryi@Seq_3033"	"yHMPu5000041829_Debaryomyces_fabryi@Seq_3033"	"yHMPu5000041829_Debaryomyces_fabryi@Seq_3033"
"MNXR96131"	"RAVEN_kegg;RAVEN_biocyc"	"yHMPu5000041829_Debaryomyces_fabryi@Seq_66 or yHMPu5000041829_Debaryomyces_fabryi@Seq_3345 or yHMPu5000041829_Debaryomyces_fabryi@Seq_2444 or yHMPu5000041829_Debaryomyces_fabryi@Seq_3405 or yHMPu5000041829_Debaryomyces_fabryi@Seq_2520 or yHMPu5000041829_Debaryomyces_fabryi@Seq_2803"	"yHMPu5000041829_Debaryomyces_fabryi@Seq_244 or yHMPu5000041829_Debaryomyces_fabryi@Seq_970"	""	"yHMPu5000041829_Debaryomyces_fabryi@Seq_66;yHMPu5000041829_Debaryomyces_fabryi@Seq_3345;yHMPu5000041829_Debaryomyces_fabryi@Seq_2444;yHMPu5000041829_Debaryomyces_fabryi@Seq_3405;yHMPu5000041829_Debaryomyces_fabryi@Seq_2520;yHMPu5000041829_Debaryomyces_fabryi@Seq_2803;yHMPu5000041829_Debaryomyces_fabryi@Seq_244;yHMPu5000041829_Debaryomyces_fabryi@Seq_970"
"MNXR102054"	"RAVEN_kegg"	"yHMPu5000041829_Debaryomyces_fabryi@Seq_1695"	NA	""	"yHMPu5000041829_Debaryomyces_fabryi@Seq_1695"
"MNXR95444"	"RAVEN_kegg"	"yHMPu5000041829_Debaryomyces_fabryi@Seq_908"	NA	""	"yHMPu5000041829_Debaryomyces_fabryi@Seq_908"
"MNXR100289"	"RAVEN_kegg;RAVEN_biocyc"	"yHMPu5000041829_Debaryomyces_fabryi@Seq_1511"	"yHMPu5000041829_Debaryomyces_fabryi@Seq_1511"	"yHMPu5000041829_Debaryomyces_fabryi@Seq_1511"	"yHMPu5000041829_Debaryomyces_fabryi@Seq_1511"
"MNXR100097"	"RAVEN_kegg"	"yHMPu5000041829_Debaryomyces_fabryi@Seq_2285"	NA	""	"yHMPu5000041829_Debaryomyces_fabryi@Seq_2285"
"MNXR106388"	"RAVEN_kegg;RAVEN_biocyc"	"yHMPu5000041829_Debaryomyces_fabryi@Seq_2360 or yHMPu5000041829_Debaryomyces_fabryi@Seq_1559 or yHMPu5000041829_Debaryomyces_fabryi@Seq_1042"	"yHMPu5000041829_Debaryomyces_fabryi@Seq_1042 or yHMPu5000041829_Debaryomyces_fabryi@Seq_1559 or yHMPu5000041829_Debaryomyces_fabryi@Seq_2360"	"yHMPu5000041829_Debaryomyces_fabryi@Seq_2360;yHMPu5000041829_Debaryomyces_fabryi@Seq_1559;yHMPu5000041829_Debaryomyces_fabryi@Seq_1042"	"yHMPu5000041829_Debaryomyces_fabryi@Seq_2360;yHMPu5000041829_Debaryomyces_fabryi@Seq_1559;yHMPu5000041829_Debaryomyces_fabryi@Seq_1042"
"MNXR101888"	"RAVEN_kegg"	"yHMPu5000041829_Debaryomyces_fabryi@Seq_4078 or yHMPu5000041829_Debaryomyces_fabryi@Seq_2353 or yHMPu5000041829_Debaryomyces_fabryi@Seq_2660"	NA	""	"yHMPu5000041829_Debaryomyces_fabryi@Seq_4078;yHMPu5000041829_Debaryomyces_fabryi@Seq_2353;yHMPu5000041829_Debaryomyces_fabryi@Seq_2660"
"MNXR101861"	"RAVEN_kegg"	"yHMPu5000041829_Debaryomyces_fabryi@Seq_1695 or yHMPu5000041829_Debaryomyces_fabryi@Seq_344"	NA	""	"yHMPu5000041829_Debaryomyces_fabryi@Seq_1695;yHMPu5000041829_Debaryomyces_fabryi@Seq_344"
"MNXR101882"	"RAVEN_kegg;RAVEN_biocyc"	"yHMPu5000041829_Debaryomyces_fabryi@Seq_221 or yHMPu5000041829_Debaryomyces_fabryi@Seq_67"	"yHMPu5000041829_Debaryomyces_fabryi@Seq_67 or yHMPu5000041829_Debaryomyces_fabryi@Seq_221"	"yHMPu5000041829_Debaryomyces_fabryi@Seq_221;yHMPu5000041829_Debaryomyces_fabryi@Seq_67"	"yHMPu5000041829_Debaryomyces_fabryi@Seq_221;yHMPu5000041829_Debaryomyces_fabryi@Seq_67"
"MNXR106392"	"RAVEN_kegg"	"yHMPu5000041829_Debaryomyces_fabryi@Seq_813"	NA	""	"yHMPu5000041829_Debaryomyces_fabryi@Seq_813"
"MNXR106395"	"RAVEN_kegg"	"yHMPu5000041829_Debaryomyces_fabryi@Seq_813"	NA	""	"yHMPu5000041829_Debaryomyces_fabryi@Seq_813"
