"rxnID"	"source"	"panID_RAVEN_kegg"	"panID_RAVEN_biocyc"	"panID_inter"	"panID_union"
"MNXR95786"	"RAVEN_kegg;RAVEN_biocyc"	"yHMPu5000034973_Danielozyma_ontarioensis@Seq_4606 or yHMPu5000034973_Danielozyma_ontarioensis@Seq_989"	"yHMPu5000034973_Danielozyma_ontarioensis@Seq_4606"	"yHMPu5000034973_Danielozyma_ontarioensis@Seq_4606"	"yHMPu5000034973_Danielozyma_ontarioensis@Seq_4606;yHMPu5000034973_Danielozyma_ontarioensis@Seq_989"
"MNXR106335"	"RAVEN_kegg"	"yHMPu5000034973_Danielozyma_ontarioensis@Seq_3163 or yHMPu5000034973_Danielozyma_ontarioensis@Seq_3150"	NA	""	"yHMPu5000034973_Danielozyma_ontarioensis@Seq_3163;yHMPu5000034973_Danielozyma_ontarioensis@Seq_3150"
"MNXR96455"	"RAVEN_kegg;RAVEN_biocyc"	"yHMPu5000034973_Danielozyma_ontarioensis@Seq_2299 or yHMPu5000034973_Danielozyma_ontarioensis@Seq_2926"	"yHMPu5000034973_Danielozyma_ontarioensis@Seq_2299 or yHMPu5000034973_Danielozyma_ontarioensis@Seq_2926"	"yHMPu5000034973_Danielozyma_ontarioensis@Seq_2299;yHMPu5000034973_Danielozyma_ontarioensis@Seq_2926"	"yHMPu5000034973_Danielozyma_ontarioensis@Seq_2299;yHMPu5000034973_Danielozyma_ontarioensis@Seq_2926"
"MNXR95163"	"RAVEN_kegg"	"yHMPu5000034973_Danielozyma_ontarioensis@Seq_2428"	NA	""	"yHMPu5000034973_Danielozyma_ontarioensis@Seq_2428"
"MNXR102428"	"RAVEN_kegg"	"yHMPu5000034973_Danielozyma_ontarioensis@Seq_941 or yHMPu5000034973_Danielozyma_ontarioensis@Seq_3296 or yHMPu5000034973_Danielozyma_ontarioensis@Seq_1922 or yHMPu5000034973_Danielozyma_ontarioensis@Seq_3163 or yHMPu5000034973_Danielozyma_ontarioensis@Seq_3150"	NA	""	"yHMPu5000034973_Danielozyma_ontarioensis@Seq_941;yHMPu5000034973_Danielozyma_ontarioensis@Seq_3296;yHMPu5000034973_Danielozyma_ontarioensis@Seq_1922;yHMPu5000034973_Danielozyma_ontarioensis@Seq_3163;yHMPu5000034973_Danielozyma_ontarioensis@Seq_3150"
"MNXR100245"	"RAVEN_kegg"	"yHMPu5000034973_Danielozyma_ontarioensis@Seq_4346"	NA	""	"yHMPu5000034973_Danielozyma_ontarioensis@Seq_4346"
"MNXR95628"	"RAVEN_kegg"	"yHMPu5000034973_Danielozyma_ontarioensis@Seq_4209 or yHMPu5000034973_Danielozyma_ontarioensis@Seq_3070 or yHMPu5000034973_Danielozyma_ontarioensis@Seq_3811"	NA	""	"yHMPu5000034973_Danielozyma_ontarioensis@Seq_4209;yHMPu5000034973_Danielozyma_ontarioensis@Seq_3070;yHMPu5000034973_Danielozyma_ontarioensis@Seq_3811"
"MNXR106342"	"RAVEN_kegg"	"yHMPu5000034973_Danielozyma_ontarioensis@Seq_592"	NA	""	"yHMPu5000034973_Danielozyma_ontarioensis@Seq_592"
"MNXR106343"	"RAVEN_kegg"	"yHMPu5000034973_Danielozyma_ontarioensis@Seq_1763 or yHMPu5000034973_Danielozyma_ontarioensis@Seq_4746 or yHMPu5000034973_Danielozyma_ontarioensis@Seq_1078 or yHMPu5000034973_Danielozyma_ontarioensis@Seq_122"	NA	""	"yHMPu5000034973_Danielozyma_ontarioensis@Seq_1763;yHMPu5000034973_Danielozyma_ontarioensis@Seq_4746;yHMPu5000034973_Danielozyma_ontarioensis@Seq_1078;yHMPu5000034973_Danielozyma_ontarioensis@Seq_122"
"MNXR101350"	"RAVEN_kegg"	"yHMPu5000034973_Danielozyma_ontarioensis@Seq_3425 or yHMPu5000034973_Danielozyma_ontarioensis@Seq_2129 or yHMPu5000034973_Danielozyma_ontarioensis@Seq_2891"	NA	""	"yHMPu5000034973_Danielozyma_ontarioensis@Seq_3425;yHMPu5000034973_Danielozyma_ontarioensis@Seq_2129;yHMPu5000034973_Danielozyma_ontarioensis@Seq_2891"
"MNXR103095"	"RAVEN_kegg;RAVEN_biocyc"	"yHMPu5000034973_Danielozyma_ontarioensis@Seq_4647"	"yHMPu5000034973_Danielozyma_ontarioensis@Seq_4647"	"yHMPu5000034973_Danielozyma_ontarioensis@Seq_4647"	"yHMPu5000034973_Danielozyma_ontarioensis@Seq_4647"
"MNXR103430"	"RAVEN_kegg;RAVEN_biocyc"	"yHMPu5000034973_Danielozyma_ontarioensis@Seq_605"	"yHMPu5000034973_Danielozyma_ontarioensis@Seq_605"	"yHMPu5000034973_Danielozyma_ontarioensis@Seq_605"	"yHMPu5000034973_Danielozyma_ontarioensis@Seq_605"
"MNXR96043"	"RAVEN_kegg"	"yHMPu5000034973_Danielozyma_ontarioensis@Seq_3510 or yHMPu5000034973_Danielozyma_ontarioensis@Seq_2217 or yHMPu5000034973_Danielozyma_ontarioensis@Seq_521"	NA	""	"yHMPu5000034973_Danielozyma_ontarioensis@Seq_3510;yHMPu5000034973_Danielozyma_ontarioensis@Seq_2217;yHMPu5000034973_Danielozyma_ontarioensis@Seq_521"
"MNXR100658"	"RAVEN_kegg;RAVEN_biocyc"	"yHMPu5000034973_Danielozyma_ontarioensis@Seq_4362"	"yHMPu5000034973_Danielozyma_ontarioensis@Seq_4362"	"yHMPu5000034973_Danielozyma_ontarioensis@Seq_4362"	"yHMPu5000034973_Danielozyma_ontarioensis@Seq_4362"
"MNXR96131"	"RAVEN_kegg;RAVEN_biocyc"	"yHMPu5000034973_Danielozyma_ontarioensis@Seq_3284 or yHMPu5000034973_Danielozyma_ontarioensis@Seq_4176 or yHMPu5000034973_Danielozyma_ontarioensis@Seq_618 or yHMPu5000034973_Danielozyma_ontarioensis@Seq_2705 or yHMPu5000034973_Danielozyma_ontarioensis@Seq_196 or yHMPu5000034973_Danielozyma_ontarioensis@Seq_4743 or yHMPu5000034973_Danielozyma_ontarioensis@Seq_931"	"yHMPu5000034973_Danielozyma_ontarioensis@Seq_4064"	""	"yHMPu5000034973_Danielozyma_ontarioensis@Seq_3284;yHMPu5000034973_Danielozyma_ontarioensis@Seq_4176;yHMPu5000034973_Danielozyma_ontarioensis@Seq_618;yHMPu5000034973_Danielozyma_ontarioensis@Seq_2705;yHMPu5000034973_Danielozyma_ontarioensis@Seq_196;yHMPu5000034973_Danielozyma_ontarioensis@Seq_4743;yHMPu5000034973_Danielozyma_ontarioensis@Seq_931;yHMPu5000034973_Danielozyma_ontarioensis@Seq_4064"
"MNXR102054"	"RAVEN_kegg"	"yHMPu5000034973_Danielozyma_ontarioensis@Seq_2884"	NA	""	"yHMPu5000034973_Danielozyma_ontarioensis@Seq_2884"
"MNXR95444"	"RAVEN_kegg"	"yHMPu5000034973_Danielozyma_ontarioensis@Seq_4463"	NA	""	"yHMPu5000034973_Danielozyma_ontarioensis@Seq_4463"
"MNXR100289"	"RAVEN_kegg;RAVEN_biocyc"	"yHMPu5000034973_Danielozyma_ontarioensis@Seq_4346"	"yHMPu5000034973_Danielozyma_ontarioensis@Seq_4346"	"yHMPu5000034973_Danielozyma_ontarioensis@Seq_4346"	"yHMPu5000034973_Danielozyma_ontarioensis@Seq_4346"
"MNXR100097"	"RAVEN_kegg"	"yHMPu5000034973_Danielozyma_ontarioensis@Seq_1725"	NA	""	"yHMPu5000034973_Danielozyma_ontarioensis@Seq_1725"
"MNXR106388"	"RAVEN_kegg;RAVEN_biocyc"	"yHMPu5000034973_Danielozyma_ontarioensis@Seq_2883 or yHMPu5000034973_Danielozyma_ontarioensis@Seq_2272 or yHMPu5000034973_Danielozyma_ontarioensis@Seq_4515"	"yHMPu5000034973_Danielozyma_ontarioensis@Seq_2272 or yHMPu5000034973_Danielozyma_ontarioensis@Seq_2883 or yHMPu5000034973_Danielozyma_ontarioensis@Seq_4515"	"yHMPu5000034973_Danielozyma_ontarioensis@Seq_2883;yHMPu5000034973_Danielozyma_ontarioensis@Seq_2272;yHMPu5000034973_Danielozyma_ontarioensis@Seq_4515"	"yHMPu5000034973_Danielozyma_ontarioensis@Seq_2883;yHMPu5000034973_Danielozyma_ontarioensis@Seq_2272;yHMPu5000034973_Danielozyma_ontarioensis@Seq_4515"
"MNXR101888"	"RAVEN_kegg"	"yHMPu5000034973_Danielozyma_ontarioensis@Seq_3698 or yHMPu5000034973_Danielozyma_ontarioensis@Seq_3802 or yHMPu5000034973_Danielozyma_ontarioensis@Seq_1764"	NA	""	"yHMPu5000034973_Danielozyma_ontarioensis@Seq_3698;yHMPu5000034973_Danielozyma_ontarioensis@Seq_3802;yHMPu5000034973_Danielozyma_ontarioensis@Seq_1764"
"MNXR101861"	"RAVEN_kegg"	"yHMPu5000034973_Danielozyma_ontarioensis@Seq_2884 or yHMPu5000034973_Danielozyma_ontarioensis@Seq_4072"	NA	""	"yHMPu5000034973_Danielozyma_ontarioensis@Seq_2884;yHMPu5000034973_Danielozyma_ontarioensis@Seq_4072"
"MNXR101882"	"RAVEN_kegg;RAVEN_biocyc"	"yHMPu5000034973_Danielozyma_ontarioensis@Seq_2073 or yHMPu5000034973_Danielozyma_ontarioensis@Seq_3129"	"yHMPu5000034973_Danielozyma_ontarioensis@Seq_2073 or yHMPu5000034973_Danielozyma_ontarioensis@Seq_3129"	"yHMPu5000034973_Danielozyma_ontarioensis@Seq_2073;yHMPu5000034973_Danielozyma_ontarioensis@Seq_3129"	"yHMPu5000034973_Danielozyma_ontarioensis@Seq_2073;yHMPu5000034973_Danielozyma_ontarioensis@Seq_3129"
