"rxnID"	"source"	"panID_RAVEN_kegg"	"panID_RAVEN_biocyc"	"panID_inter"	"panID_union"
"MNXR95786"	"RAVEN_kegg;RAVEN_biocyc"	"Lachancea_nothofagi@Seq_4895"	"Lachancea_nothofagi@Seq_4895"	"Lachancea_nothofagi@Seq_4895"	"Lachancea_nothofagi@Seq_4895"
"MNXR106335"	"RAVEN_kegg"	"Lachancea_nothofagi@Seq_3713 or Lachancea_nothofagi@Seq_3016"	NA	""	"Lachancea_nothofagi@Seq_3713;Lachancea_nothofagi@Seq_3016"
"MNXR96455"	"RAVEN_kegg;RAVEN_biocyc"	"Lachancea_nothofagi@Seq_4900 or Lachancea_nothofagi@Seq_4125"	"Lachancea_nothofagi@Seq_4125 or Lachancea_nothofagi@Seq_4900"	"Lachancea_nothofagi@Seq_4900;Lachancea_nothofagi@Seq_4125"	"Lachancea_nothofagi@Seq_4900;Lachancea_nothofagi@Seq_4125"
"MNXR95163"	"RAVEN_kegg"	"Lachancea_nothofagi@Seq_4166"	NA	""	"Lachancea_nothofagi@Seq_4166"
"MNXR102428"	"RAVEN_kegg"	"Lachancea_nothofagi@Seq_1627 or Lachancea_nothofagi@Seq_1315 or Lachancea_nothofagi@Seq_163 or Lachancea_nothofagi@Seq_1923 or Lachancea_nothofagi@Seq_197 or Lachancea_nothofagi@Seq_3713 or Lachancea_nothofagi@Seq_3016"	NA	""	"Lachancea_nothofagi@Seq_1627;Lachancea_nothofagi@Seq_1315;Lachancea_nothofagi@Seq_163;Lachancea_nothofagi@Seq_1923;Lachancea_nothofagi@Seq_197;Lachancea_nothofagi@Seq_3713;Lachancea_nothofagi@Seq_3016"
"MNXR100245"	"RAVEN_kegg"	"Lachancea_nothofagi@Seq_1042"	NA	""	"Lachancea_nothofagi@Seq_1042"
"MNXR106342"	"RAVEN_kegg"	"Lachancea_nothofagi@Seq_3334"	NA	""	"Lachancea_nothofagi@Seq_3334"
"MNXR101350"	"RAVEN_kegg"	"Lachancea_nothofagi@Seq_4287"	NA	""	"Lachancea_nothofagi@Seq_4287"
"MNXR103095"	"RAVEN_kegg;RAVEN_biocyc"	"Lachancea_nothofagi@Seq_658"	"Lachancea_nothofagi@Seq_658"	"Lachancea_nothofagi@Seq_658"	"Lachancea_nothofagi@Seq_658"
"MNXR103430"	"RAVEN_kegg;RAVEN_biocyc"	"Lachancea_nothofagi@Seq_551"	"Lachancea_nothofagi@Seq_551"	"Lachancea_nothofagi@Seq_551"	"Lachancea_nothofagi@Seq_551"
