"rxnID"	"source"	"panID_RAVEN_kegg"	"panID_RAVEN_biocyc"	"panID_inter"	"panID_union"
"MNXR95786"	"RAVEN_kegg;RAVEN_biocyc"	"yHMPu5000041824_Debaryomyces_subglobosus@Seq_1793"	"yHMPu5000041824_Debaryomyces_subglobosus@Seq_1793"	"yHMPu5000041824_Debaryomyces_subglobosus@Seq_1793"	"yHMPu5000041824_Debaryomyces_subglobosus@Seq_1793"
"MNXR106335"	"RAVEN_kegg"	"yHMPu5000041824_Debaryomyces_subglobosus@Seq_816 or yHMPu5000041824_Debaryomyces_subglobosus@Seq_1958"	NA	""	"yHMPu5000041824_Debaryomyces_subglobosus@Seq_816;yHMPu5000041824_Debaryomyces_subglobosus@Seq_1958"
"MNXR96455"	"RAVEN_kegg;RAVEN_biocyc"	"yHMPu5000041824_Debaryomyces_subglobosus@Seq_3655 or yHMPu5000041824_Debaryomyces_subglobosus@Seq_3774"	"yHMPu5000041824_Debaryomyces_subglobosus@Seq_3655 or yHMPu5000041824_Debaryomyces_subglobosus@Seq_3774"	"yHMPu5000041824_Debaryomyces_subglobosus@Seq_3655;yHMPu5000041824_Debaryomyces_subglobosus@Seq_3774"	"yHMPu5000041824_Debaryomyces_subglobosus@Seq_3655;yHMPu5000041824_Debaryomyces_subglobosus@Seq_3774"
"MNXR102428"	"RAVEN_kegg"	"yHMPu5000041824_Debaryomyces_subglobosus@Seq_5027 or yHMPu5000041824_Debaryomyces_subglobosus@Seq_1548 or yHMPu5000041824_Debaryomyces_subglobosus@Seq_1750 or yHMPu5000041824_Debaryomyces_subglobosus@Seq_468 or yHMPu5000041824_Debaryomyces_subglobosus@Seq_724 or yHMPu5000041824_Debaryomyces_subglobosus@Seq_816 or yHMPu5000041824_Debaryomyces_subglobosus@Seq_1958"	NA	""	"yHMPu5000041824_Debaryomyces_subglobosus@Seq_5027;yHMPu5000041824_Debaryomyces_subglobosus@Seq_1548;yHMPu5000041824_Debaryomyces_subglobosus@Seq_1750;yHMPu5000041824_Debaryomyces_subglobosus@Seq_468;yHMPu5000041824_Debaryomyces_subglobosus@Seq_724;yHMPu5000041824_Debaryomyces_subglobosus@Seq_816;yHMPu5000041824_Debaryomyces_subglobosus@Seq_1958"
"MNXR100245"	"RAVEN_kegg"	"yHMPu5000041824_Debaryomyces_subglobosus@Seq_2547"	NA	""	"yHMPu5000041824_Debaryomyces_subglobosus@Seq_2547"
"MNXR95628"	"RAVEN_kegg"	"yHMPu5000041824_Debaryomyces_subglobosus@Seq_370 or yHMPu5000041824_Debaryomyces_subglobosus@Seq_2105"	NA	""	"yHMPu5000041824_Debaryomyces_subglobosus@Seq_370;yHMPu5000041824_Debaryomyces_subglobosus@Seq_2105"
"MNXR106342"	"RAVEN_kegg"	"yHMPu5000041824_Debaryomyces_subglobosus@Seq_279"	NA	""	"yHMPu5000041824_Debaryomyces_subglobosus@Seq_279"
"MNXR106343"	"RAVEN_kegg"	"yHMPu5000041824_Debaryomyces_subglobosus@Seq_1367 or yHMPu5000041824_Debaryomyces_subglobosus@Seq_355 or yHMPu5000041824_Debaryomyces_subglobosus@Seq_5165 or yHMPu5000041824_Debaryomyces_subglobosus@Seq_4290"	NA	""	"yHMPu5000041824_Debaryomyces_subglobosus@Seq_1367;yHMPu5000041824_Debaryomyces_subglobosus@Seq_355;yHMPu5000041824_Debaryomyces_subglobosus@Seq_5165;yHMPu5000041824_Debaryomyces_subglobosus@Seq_4290"
"MNXR101350"	"RAVEN_kegg"	"yHMPu5000041824_Debaryomyces_subglobosus@Seq_2582 or yHMPu5000041824_Debaryomyces_subglobosus@Seq_4195 or yHMPu5000041824_Debaryomyces_subglobosus@Seq_311"	NA	""	"yHMPu5000041824_Debaryomyces_subglobosus@Seq_2582;yHMPu5000041824_Debaryomyces_subglobosus@Seq_4195;yHMPu5000041824_Debaryomyces_subglobosus@Seq_311"
"MNXR103095"	"RAVEN_kegg;RAVEN_biocyc"	"yHMPu5000041824_Debaryomyces_subglobosus@Seq_3901"	"yHMPu5000041824_Debaryomyces_subglobosus@Seq_3901"	"yHMPu5000041824_Debaryomyces_subglobosus@Seq_3901"	"yHMPu5000041824_Debaryomyces_subglobosus@Seq_3901"
"MNXR103430"	"RAVEN_kegg;RAVEN_biocyc"	"yHMPu5000041824_Debaryomyces_subglobosus@Seq_1418"	"yHMPu5000041824_Debaryomyces_subglobosus@Seq_1418"	"yHMPu5000041824_Debaryomyces_subglobosus@Seq_1418"	"yHMPu5000041824_Debaryomyces_subglobosus@Seq_1418"
"MNXR96043"	"RAVEN_kegg"	"yHMPu5000041824_Debaryomyces_subglobosus@Seq_1556 or yHMPu5000041824_Debaryomyces_subglobosus@Seq_4851 or yHMPu5000041824_Debaryomyces_subglobosus@Seq_4954"	NA	""	"yHMPu5000041824_Debaryomyces_subglobosus@Seq_1556;yHMPu5000041824_Debaryomyces_subglobosus@Seq_4851;yHMPu5000041824_Debaryomyces_subglobosus@Seq_4954"
"MNXR100658"	"RAVEN_kegg;RAVEN_biocyc"	"yHMPu5000041824_Debaryomyces_subglobosus@Seq_123"	"yHMPu5000041824_Debaryomyces_subglobosus@Seq_123"	"yHMPu5000041824_Debaryomyces_subglobosus@Seq_123"	"yHMPu5000041824_Debaryomyces_subglobosus@Seq_123"
