"rxnID"	"source"	"panID_RAVEN_kegg"	"panID_RAVEN_biocyc"	"panID_inter"	"panID_union"
"MNXR95786"	"RAVEN_kegg;RAVEN_biocyc"	"Hanseniaspora_vinae@Seq_4398"	"Hanseniaspora_vinae@Seq_4398"	"Hanseniaspora_vinae@Seq_4398"	"Hanseniaspora_vinae@Seq_4398"
"MNXR106335"	"RAVEN_kegg"	"Hanseniaspora_vinae@Seq_2235 or Hanseniaspora_vinae@Seq_1523"	NA	""	"Hanseniaspora_vinae@Seq_2235;Hanseniaspora_vinae@Seq_1523"
"MNXR96455"	"RAVEN_kegg;RAVEN_biocyc"	"Hanseniaspora_vinae@Seq_2730 or Hanseniaspora_vinae@Seq_1572"	"Hanseniaspora_vinae@Seq_1572 or Hanseniaspora_vinae@Seq_2730"	"Hanseniaspora_vinae@Seq_2730;Hanseniaspora_vinae@Seq_1572"	"Hanseniaspora_vinae@Seq_2730;Hanseniaspora_vinae@Seq_1572"
"MNXR95163"	"RAVEN_kegg"	"Hanseniaspora_vinae@Seq_3427"	NA	""	"Hanseniaspora_vinae@Seq_3427"
"MNXR102428"	"RAVEN_kegg"	"Hanseniaspora_vinae@Seq_3225 or Hanseniaspora_vinae@Seq_1634 or Hanseniaspora_vinae@Seq_501 or Hanseniaspora_vinae@Seq_631 or Hanseniaspora_vinae@Seq_2235 or Hanseniaspora_vinae@Seq_1523"	NA	""	"Hanseniaspora_vinae@Seq_3225;Hanseniaspora_vinae@Seq_1634;Hanseniaspora_vinae@Seq_501;Hanseniaspora_vinae@Seq_631;Hanseniaspora_vinae@Seq_2235;Hanseniaspora_vinae@Seq_1523"
"MNXR100245"	"RAVEN_kegg"	"Hanseniaspora_vinae@Seq_2902"	NA	""	"Hanseniaspora_vinae@Seq_2902"
"MNXR106343"	"RAVEN_kegg"	"Hanseniaspora_vinae@Seq_2105 or Hanseniaspora_vinae@Seq_1754 or Hanseniaspora_vinae@Seq_2855"	NA	""	"Hanseniaspora_vinae@Seq_2105;Hanseniaspora_vinae@Seq_1754;Hanseniaspora_vinae@Seq_2855"
"MNXR103095"	"RAVEN_kegg;RAVEN_biocyc"	"Hanseniaspora_vinae@Seq_2268"	"Hanseniaspora_vinae@Seq_2268"	"Hanseniaspora_vinae@Seq_2268"	"Hanseniaspora_vinae@Seq_2268"
"MNXR103430"	"RAVEN_kegg;RAVEN_biocyc"	"Hanseniaspora_vinae@Seq_760"	"Hanseniaspora_vinae@Seq_760"	"Hanseniaspora_vinae@Seq_760"	"Hanseniaspora_vinae@Seq_760"
"MNXR96043"	"RAVEN_kegg"	"Hanseniaspora_vinae@Seq_4265 or Hanseniaspora_vinae@Seq_129"	NA	""	"Hanseniaspora_vinae@Seq_4265;Hanseniaspora_vinae@Seq_129"
"MNXR100658"	"RAVEN_kegg;RAVEN_biocyc"	"Hanseniaspora_vinae@Seq_1910"	"Hanseniaspora_vinae@Seq_1910"	"Hanseniaspora_vinae@Seq_1910"	"Hanseniaspora_vinae@Seq_1910"
"MNXR96131"	"RAVEN_kegg;RAVEN_biocyc"	"Hanseniaspora_vinae@Seq_3674 or Hanseniaspora_vinae@Seq_214 or Hanseniaspora_vinae@Seq_1817 or Hanseniaspora_vinae@Seq_3707 or Hanseniaspora_vinae@Seq_28"	"Hanseniaspora_vinae@Seq_527"	""	"Hanseniaspora_vinae@Seq_3674;Hanseniaspora_vinae@Seq_214;Hanseniaspora_vinae@Seq_1817;Hanseniaspora_vinae@Seq_3707;Hanseniaspora_vinae@Seq_28;Hanseniaspora_vinae@Seq_527"
"MNXR95444"	"RAVEN_kegg"	"Hanseniaspora_vinae@Seq_1362"	NA	""	"Hanseniaspora_vinae@Seq_1362"
"MNXR100289"	"RAVEN_kegg;RAVEN_biocyc"	"Hanseniaspora_vinae@Seq_2902"	"Hanseniaspora_vinae@Seq_2902"	"Hanseniaspora_vinae@Seq_2902"	"Hanseniaspora_vinae@Seq_2902"
"MNXR100097"	"RAVEN_kegg"	"Hanseniaspora_vinae@Seq_3566"	NA	""	"Hanseniaspora_vinae@Seq_3566"
"MNXR106388"	"RAVEN_kegg;RAVEN_biocyc"	"Hanseniaspora_vinae@Seq_2091 or Hanseniaspora_vinae@Seq_3264 or Hanseniaspora_vinae@Seq_2823"	"Hanseniaspora_vinae@Seq_2091 or Hanseniaspora_vinae@Seq_2823"	"Hanseniaspora_vinae@Seq_2091;Hanseniaspora_vinae@Seq_2823"	"Hanseniaspora_vinae@Seq_2091;Hanseniaspora_vinae@Seq_3264;Hanseniaspora_vinae@Seq_2823"
"MNXR101888"	"RAVEN_kegg"	"Hanseniaspora_vinae@Seq_3207 or Hanseniaspora_vinae@Seq_1070 or Hanseniaspora_vinae@Seq_785"	NA	""	"Hanseniaspora_vinae@Seq_3207;Hanseniaspora_vinae@Seq_1070;Hanseniaspora_vinae@Seq_785"
