"rxnID"	"source"	"panID_RAVEN_kegg"	"panID_RAVEN_biocyc"	"panID_inter"	"panID_union"
"MNXR95786"	"RAVEN_kegg;RAVEN_biocyc"	"yHMPu5000035690_Candida_vartiovaarae@Seq_884"	"yHMPu5000035690_Candida_vartiovaarae@Seq_884"	"yHMPu5000035690_Candida_vartiovaarae@Seq_884"	"yHMPu5000035690_Candida_vartiovaarae@Seq_884"
"MNXR106335"	"RAVEN_kegg"	"yHMPu5000035690_Candida_vartiovaarae@Seq_377 or yHMPu5000035690_Candida_vartiovaarae@Seq_5198"	NA	""	"yHMPu5000035690_Candida_vartiovaarae@Seq_377;yHMPu5000035690_Candida_vartiovaarae@Seq_5198"
"MNXR96455"	"RAVEN_kegg;RAVEN_biocyc"	"yHMPu5000035690_Candida_vartiovaarae@Seq_4220"	"yHMPu5000035690_Candida_vartiovaarae@Seq_4220"	"yHMPu5000035690_Candida_vartiovaarae@Seq_4220"	"yHMPu5000035690_Candida_vartiovaarae@Seq_4220"
"MNXR95163"	"RAVEN_kegg"	"yHMPu5000035690_Candida_vartiovaarae@Seq_849"	NA	""	"yHMPu5000035690_Candida_vartiovaarae@Seq_849"
"MNXR102428"	"RAVEN_kegg"	"yHMPu5000035690_Candida_vartiovaarae@Seq_5127 or yHMPu5000035690_Candida_vartiovaarae@Seq_4858 or yHMPu5000035690_Candida_vartiovaarae@Seq_3305 or yHMPu5000035690_Candida_vartiovaarae@Seq_3834 or yHMPu5000035690_Candida_vartiovaarae@Seq_377 or yHMPu5000035690_Candida_vartiovaarae@Seq_5198"	NA	""	"yHMPu5000035690_Candida_vartiovaarae@Seq_5127;yHMPu5000035690_Candida_vartiovaarae@Seq_4858;yHMPu5000035690_Candida_vartiovaarae@Seq_3305;yHMPu5000035690_Candida_vartiovaarae@Seq_3834;yHMPu5000035690_Candida_vartiovaarae@Seq_377;yHMPu5000035690_Candida_vartiovaarae@Seq_5198"
"MNXR100245"	"RAVEN_kegg"	"yHMPu5000035690_Candida_vartiovaarae@Seq_4954"	NA	""	"yHMPu5000035690_Candida_vartiovaarae@Seq_4954"
"MNXR106343"	"RAVEN_kegg"	"yHMPu5000035690_Candida_vartiovaarae@Seq_4617 or yHMPu5000035690_Candida_vartiovaarae@Seq_3330 or yHMPu5000035690_Candida_vartiovaarae@Seq_4982"	NA	""	"yHMPu5000035690_Candida_vartiovaarae@Seq_4617;yHMPu5000035690_Candida_vartiovaarae@Seq_3330;yHMPu5000035690_Candida_vartiovaarae@Seq_4982"
"MNXR101350"	"RAVEN_kegg"	"yHMPu5000035690_Candida_vartiovaarae@Seq_1921 or yHMPu5000035690_Candida_vartiovaarae@Seq_5081"	NA	""	"yHMPu5000035690_Candida_vartiovaarae@Seq_1921;yHMPu5000035690_Candida_vartiovaarae@Seq_5081"
"MNXR103095"	"RAVEN_kegg;RAVEN_biocyc"	"yHMPu5000035690_Candida_vartiovaarae@Seq_1106"	"yHMPu5000035690_Candida_vartiovaarae@Seq_1106"	"yHMPu5000035690_Candida_vartiovaarae@Seq_1106"	"yHMPu5000035690_Candida_vartiovaarae@Seq_1106"
"MNXR103430"	"RAVEN_kegg;RAVEN_biocyc"	"yHMPu5000035690_Candida_vartiovaarae@Seq_4275"	"yHMPu5000035690_Candida_vartiovaarae@Seq_4275"	"yHMPu5000035690_Candida_vartiovaarae@Seq_4275"	"yHMPu5000035690_Candida_vartiovaarae@Seq_4275"
"MNXR96043"	"RAVEN_kegg"	"yHMPu5000035690_Candida_vartiovaarae@Seq_1375 or yHMPu5000035690_Candida_vartiovaarae@Seq_1092"	NA	""	"yHMPu5000035690_Candida_vartiovaarae@Seq_1375;yHMPu5000035690_Candida_vartiovaarae@Seq_1092"
"MNXR100658"	"RAVEN_kegg;RAVEN_biocyc"	"yHMPu5000035690_Candida_vartiovaarae@Seq_1616"	"yHMPu5000035690_Candida_vartiovaarae@Seq_1616"	"yHMPu5000035690_Candida_vartiovaarae@Seq_1616"	"yHMPu5000035690_Candida_vartiovaarae@Seq_1616"
"MNXR96131"	"RAVEN_kegg;RAVEN_biocyc"	"yHMPu5000035690_Candida_vartiovaarae@Seq_384 or yHMPu5000035690_Candida_vartiovaarae@Seq_1765 or yHMPu5000035690_Candida_vartiovaarae@Seq_515 or yHMPu5000035690_Candida_vartiovaarae@Seq_2382 or yHMPu5000035690_Candida_vartiovaarae@Seq_4360 or yHMPu5000035690_Candida_vartiovaarae@Seq_5077"	"yHMPu5000035690_Candida_vartiovaarae@Seq_3823 or yHMPu5000035690_Candida_vartiovaarae@Seq_4216"	""	"yHMPu5000035690_Candida_vartiovaarae@Seq_384;yHMPu5000035690_Candida_vartiovaarae@Seq_1765;yHMPu5000035690_Candida_vartiovaarae@Seq_515;yHMPu5000035690_Candida_vartiovaarae@Seq_2382;yHMPu5000035690_Candida_vartiovaarae@Seq_4360;yHMPu5000035690_Candida_vartiovaarae@Seq_5077;yHMPu5000035690_Candida_vartiovaarae@Seq_3823;yHMPu5000035690_Candida_vartiovaarae@Seq_4216"
"MNXR102054"	"RAVEN_kegg"	"yHMPu5000035690_Candida_vartiovaarae@Seq_911"	NA	""	"yHMPu5000035690_Candida_vartiovaarae@Seq_911"
"MNXR95444"	"RAVEN_kegg"	"yHMPu5000035690_Candida_vartiovaarae@Seq_2997"	NA	""	"yHMPu5000035690_Candida_vartiovaarae@Seq_2997"
"MNXR100289"	"RAVEN_kegg;RAVEN_biocyc"	"yHMPu5000035690_Candida_vartiovaarae@Seq_4954"	"yHMPu5000035690_Candida_vartiovaarae@Seq_4954"	"yHMPu5000035690_Candida_vartiovaarae@Seq_4954"	"yHMPu5000035690_Candida_vartiovaarae@Seq_4954"
"MNXR100097"	"RAVEN_kegg"	"yHMPu5000035690_Candida_vartiovaarae@Seq_5189"	NA	""	"yHMPu5000035690_Candida_vartiovaarae@Seq_5189"
"MNXR106388"	"RAVEN_kegg;RAVEN_biocyc"	"yHMPu5000035690_Candida_vartiovaarae@Seq_3032 or yHMPu5000035690_Candida_vartiovaarae@Seq_2159 or yHMPu5000035690_Candida_vartiovaarae@Seq_1912"	"yHMPu5000035690_Candida_vartiovaarae@Seq_1912 or yHMPu5000035690_Candida_vartiovaarae@Seq_2159 or yHMPu5000035690_Candida_vartiovaarae@Seq_3032"	"yHMPu5000035690_Candida_vartiovaarae@Seq_3032;yHMPu5000035690_Candida_vartiovaarae@Seq_2159;yHMPu5000035690_Candida_vartiovaarae@Seq_1912"	"yHMPu5000035690_Candida_vartiovaarae@Seq_3032;yHMPu5000035690_Candida_vartiovaarae@Seq_2159;yHMPu5000035690_Candida_vartiovaarae@Seq_1912"
