"rxnID"	"source"	"panID_RAVEN_kegg"	"panID_RAVEN_biocyc"	"panID_inter"	"panID_union"
"MNXR95786"	"RAVEN_kegg;RAVEN_biocyc"	"yHMPu5000034760_Lipomyces_kononenkoae@Seq_2808 or yHMPu5000034760_Lipomyces_kononenkoae@Seq_7140"	"yHMPu5000034760_Lipomyces_kononenkoae@Seq_2808 or yHMPu5000034760_Lipomyces_kononenkoae@Seq_7140"	"yHMPu5000034760_Lipomyces_kononenkoae@Seq_2808;yHMPu5000034760_Lipomyces_kononenkoae@Seq_7140"	"yHMPu5000034760_Lipomyces_kononenkoae@Seq_2808;yHMPu5000034760_Lipomyces_kononenkoae@Seq_7140"
"MNXR106335"	"RAVEN_kegg"	"yHMPu5000034760_Lipomyces_kononenkoae@Seq_1163 or yHMPu5000034760_Lipomyces_kononenkoae@Seq_2872 or yHMPu5000034760_Lipomyces_kononenkoae@Seq_2570"	NA	""	"yHMPu5000034760_Lipomyces_kononenkoae@Seq_1163;yHMPu5000034760_Lipomyces_kononenkoae@Seq_2872;yHMPu5000034760_Lipomyces_kononenkoae@Seq_2570"
"MNXR96455"	"RAVEN_kegg;RAVEN_biocyc"	"yHMPu5000034760_Lipomyces_kononenkoae@Seq_6070 or yHMPu5000034760_Lipomyces_kononenkoae@Seq_5781 or yHMPu5000034760_Lipomyces_kononenkoae@Seq_6247"	"yHMPu5000034760_Lipomyces_kononenkoae@Seq_5781 or yHMPu5000034760_Lipomyces_kononenkoae@Seq_6070 or yHMPu5000034760_Lipomyces_kononenkoae@Seq_6247"	"yHMPu5000034760_Lipomyces_kononenkoae@Seq_6070;yHMPu5000034760_Lipomyces_kononenkoae@Seq_5781;yHMPu5000034760_Lipomyces_kononenkoae@Seq_6247"	"yHMPu5000034760_Lipomyces_kononenkoae@Seq_6070;yHMPu5000034760_Lipomyces_kononenkoae@Seq_5781;yHMPu5000034760_Lipomyces_kononenkoae@Seq_6247"
"MNXR95163"	"RAVEN_kegg"	"yHMPu5000034760_Lipomyces_kononenkoae@Seq_2933"	NA	""	"yHMPu5000034760_Lipomyces_kononenkoae@Seq_2933"
"MNXR102428"	"RAVEN_kegg"	"yHMPu5000034760_Lipomyces_kononenkoae@Seq_825 or yHMPu5000034760_Lipomyces_kononenkoae@Seq_6998 or yHMPu5000034760_Lipomyces_kononenkoae@Seq_3945 or yHMPu5000034760_Lipomyces_kononenkoae@Seq_2293 or yHMPu5000034760_Lipomyces_kononenkoae@Seq_7341 or yHMPu5000034760_Lipomyces_kononenkoae@Seq_1163 or yHMPu5000034760_Lipomyces_kononenkoae@Seq_2872 or yHMPu5000034760_Lipomyces_kononenkoae@Seq_2570"	NA	""	"yHMPu5000034760_Lipomyces_kononenkoae@Seq_825;yHMPu5000034760_Lipomyces_kononenkoae@Seq_6998;yHMPu5000034760_Lipomyces_kononenkoae@Seq_3945;yHMPu5000034760_Lipomyces_kononenkoae@Seq_2293;yHMPu5000034760_Lipomyces_kononenkoae@Seq_7341;yHMPu5000034760_Lipomyces_kononenkoae@Seq_1163;yHMPu5000034760_Lipomyces_kononenkoae@Seq_2872;yHMPu5000034760_Lipomyces_kononenkoae@Seq_2570"
"MNXR100245"	"RAVEN_kegg"	"yHMPu5000034760_Lipomyces_kononenkoae@Seq_2521"	NA	""	"yHMPu5000034760_Lipomyces_kononenkoae@Seq_2521"
"MNXR106342"	"RAVEN_kegg"	"yHMPu5000034760_Lipomyces_kononenkoae@Seq_2059"	NA	""	"yHMPu5000034760_Lipomyces_kononenkoae@Seq_2059"
"MNXR106343"	"RAVEN_kegg"	"yHMPu5000034760_Lipomyces_kononenkoae@Seq_480 or yHMPu5000034760_Lipomyces_kononenkoae@Seq_2679 or yHMPu5000034760_Lipomyces_kononenkoae@Seq_1931 or yHMPu5000034760_Lipomyces_kononenkoae@Seq_5100"	NA	""	"yHMPu5000034760_Lipomyces_kononenkoae@Seq_480;yHMPu5000034760_Lipomyces_kononenkoae@Seq_2679;yHMPu5000034760_Lipomyces_kononenkoae@Seq_1931;yHMPu5000034760_Lipomyces_kononenkoae@Seq_5100"
"MNXR101350"	"RAVEN_kegg;RAVEN_biocyc"	"yHMPu5000034760_Lipomyces_kononenkoae@Seq_4157 or yHMPu5000034760_Lipomyces_kononenkoae@Seq_297 or yHMPu5000034760_Lipomyces_kononenkoae@Seq_6503 or yHMPu5000034760_Lipomyces_kononenkoae@Seq_3739"	"yHMPu5000034760_Lipomyces_kononenkoae@Seq_297"	"yHMPu5000034760_Lipomyces_kononenkoae@Seq_297"	"yHMPu5000034760_Lipomyces_kononenkoae@Seq_4157;yHMPu5000034760_Lipomyces_kononenkoae@Seq_297;yHMPu5000034760_Lipomyces_kononenkoae@Seq_6503;yHMPu5000034760_Lipomyces_kononenkoae@Seq_3739"
"MNXR103095"	"RAVEN_kegg;RAVEN_biocyc"	"yHMPu5000034760_Lipomyces_kononenkoae@Seq_5870"	"yHMPu5000034760_Lipomyces_kononenkoae@Seq_5870"	"yHMPu5000034760_Lipomyces_kononenkoae@Seq_5870"	"yHMPu5000034760_Lipomyces_kononenkoae@Seq_5870"
