ortholog	pan id	gene id	sequence id of ingroup best hit	taxonomy id of ingroup best hit	evalue of ingroup best hit	sequence id of outgroup best hit	taxonomy id of outgroup best hit	evalue of outgroup best hit	alien index	bitscore percentage	HGT or not
OG1055	YAL054C	Alloascoidea_hylecoeti@Seq_1261	XP_003303138.1-861557-Pyrenophora_teres-Dothideom	861557	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	0.9456159822419534	No
OG1055	YAL054C	Alloascoidea_hylecoeti@Seq_336	GAD94462.1-1356009-Byssochlamys_spec-Eurotiomyc	1356009	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	0.92970946579194	No
OG1055	YAL054C	Alloascoidea_hylecoeti@Seq_6748	XP_016216192.1-253628-Verruconis_gallop-Dothideom	253628	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	0.9403272377285852	No
OG1055	YAL054C	Naumovozyma_castellii@Seq_359	XP_001935668.1-426418-Pyrenophora_triti-Dothideom	426418	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	0.5621222296843519	No
OG1055	YAL054C	Naumovozyma_castellii@Seq_4756	GAD94462.1-1356009-Byssochlamys_spec-Eurotiomyc	1356009	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	0.5904292751583392	No
OG1055	YAL054C	Naumovozyma_castellii@Seq_88	XP_016229732.1-212818-Exophiala_mesophi-Eurotiomy	212818	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	0.6164772727272727	No
OG1055	YAL054C	Naumovozyma_dairenensis@Seq_2307	XP_001935668.1-426418-Pyrenophora_triti-Dothideom	426418	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	0.530938123752495	No
OG1055	YAL054C	Naumovozyma_dairenensis@Seq_4614	XP_016229732.1-212818-Exophiala_mesophi-Eurotiomy	212818	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	0.6074498567335244	No
OG1055	YAL054C	Naumovozyma_dairenensis@Seq_5208	XP_016229732.1-212818-Exophiala_mesophi-Eurotiomy	212818	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	0.6203966005665722	No
OG1055	YAL054C	Ogataea_methanolica@Seq_4112	XP_008714948.1-1220924-Cyphellophora_eur-Eurotiom	1220924	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	0.7243027888446215	No
OG1055	YAL054C	Ogataea_methanolica@Seq_4507	XP_016229732.1-212818-Exophiala_mesophi-Eurotiomy	212818	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	0.6963309914129586	No
OG1055	YAL054C	Ogataea_parapolymorpha@Seq_2951	XP_013310468.1-348802-Exophiala_xenobio-Eurotiomy	348802	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	0.6620639534883721	No
OG1055	YAL054C	Ogataea_parapolymorpha@Seq_3116	XP_016229732.1-212818-Exophiala_mesophi-Eurotiomy	212818	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	0.6373467916366258	No
OG1055	YAL054C	Ogataea_polymorpha@Seq_1196	XP_013310468.1-348802-Exophiala_xenobio-Eurotiomy	348802	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	0.6618181818181819	No
OG1055	YAL054C	Ogataea_polymorpha@Seq_2127	XP_016229732.1-212818-Exophiala_mesophi-Eurotiomy	212818	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	0.6380677721701514	No
OG1055	YAL054C	Pachysolen_tannophilus@Seq_2037	XP_009158537.1-858893-Exophiala_dermati-Eurotiomy	858893	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	0.6587473002159827	No
OG1055	YAL054C	Pachysolen_tannophilus@Seq_3023	XP_016229732.1-212818-Exophiala_mesophi-Eurotiomy	212818	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	0.642393655371305	No
OG1055	YAL054C	Pichia_membranifaciens@Seq_4017	XP_016229732.1-212818-Exophiala_mesophi-Eurotiomy	212818	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	0.6266187050359712	No
