protein	metIndex	rxnIndex	Kcat	ECC	rxnName
prot_P14540	2906	5464	0.001999984000128	0.767664501927425	fructose-bisphosphate aldolase (reversible) (No1)
prot_P14540	2906	5541	0.001999984000128	0.729975847086471	sedoheptulose 1,7-bisphosphate D-glyceraldehyde-3-phosphate-lyase (reversible) (No1)
prot_P32771	2791	3281	1.60001024006554	0.133080013830336	formaldehyde dehydrogenase (No1)
prot_P00401	3498	5389	12.0000768004915	0.0395145982660596	ferrocytochrome-c:oxygen oxidoreductase (No2)
prot_P53239	3512	5389	12.0000768004915	0.0239566592122	ferrocytochrome-c:oxygen oxidoreductase (No2)
prot_P19516	3509	5389	12.0000768004915	0.022877250862848	ferrocytochrome-c:oxygen oxidoreductase (No2)
prot_P00420	3500	5389	12.0000768004915	0.0204011237706659	ferrocytochrome-c:oxygen oxidoreductase (No2)
prot_P00410	3499	5389	12.0000768004915	0.0191964816570769	ferrocytochrome-c:oxygen oxidoreductase (No2)
prot_Q04935	3513	5389	12.0000768004915	0.0159646114546367	ferrocytochrome-c:oxygen oxidoreductase (No2)
prot_P07251	3530	5392	19.99984000128	0.0149053917639958	ATP synthase (No1)
prot_P00830	3526	5392	19.99984000128	0.0139352560423733	ATP synthase (No1)
prot_P37263	3510	5389	12.0000768004915	0.0119193131112869	ferrocytochrome-c:oxygen oxidoreductase (No2)
prot_P38824	3511	5389	12.0000768004915	0.0116367384940486	ferrocytochrome-c:oxygen oxidoreductase (No2)
prot_P38077	3534	5392	19.99984000128	0.00873589321742693	ATP synthase (No1)
prot_Q3E731	3514	5389	12.0000768004915	0.0074622452655804	ferrocytochrome-c:oxygen oxidoreductase (No2)
prot_P00854	3527	5392	19.99984000128	0.00740031993152751	ATP synthase (No1)
prot_P05626	3529	5392	19.99984000128	0.00684741757090345	ATP synthase (No1)
prot_P40363	3174	3696	28.4999669400383	0.00617280956388428	S-formylglutathione hydralase (No1)
prot_P09440	2941	3283	6.0800178995727	0.00613840710386273	formate-tetrahydrofolate ligase (No1)
prot_P09457	3531	5392	19.99984000128	0.00580197173169344	ATP synthase (No1)
prot_P30902	3533	5392	19.99984000128	0.00503781347828249	ATP synthase (No1)
prot_P07255	3505	5389	12.0000768004915	0.00467877800636195	ferrocytochrome-c:oxygen oxidoreductase (No2)
prot_Q12165	3539	5392	19.99984000128	0.00432846613749353	ATP synthase (No1)
prot_P38972	2743	2951	0.0499996000032	0.00413415608165338	5'-phosphoribosylformyl glycinamidine synthetase (No1)
prot_Q12349	3540	5392	19.99984000128	0.00359282700344749	ATP synthase (No1)
prot_Q00955	2761	2986	1.22997599086866	0.00351880532007764	acetyl-CoA carboxylase, reaction (No1)
prot_Q06405	3538	5392	19.99984000128	0.00287677504142386	ATP synthase (No1)
prot_P81449	3536	5392	19.99984000128	0.00276571568644344	ATP synthase (No1)
prot_P39533	2868	5309	5.29999003601873	0.00267128359868247	citrate hydroxymutase (No1)
prot_P61829	3535	5392	19.99984000128	0.00197329886689379	ATP synthase (No1)
prot_P21306	3532	5392	19.99984000128	0.00171468824964914	ATP synthase (No1)
prot_P81450	3537	5392	19.99984000128	0.0017007519287038	ATP synthase (No1)
prot_P00856	3528	5392	19.99984000128	0.00148064476567549	ATP synthase (No1)
prot_Q00711	3190	3716	259.994176130455	0.00108857658998468	succinate dehydrogenase (ubiquinone-6) (No1)
prot_P48445	2762	2986	1.22997599086866	0.0010732788799773	acetyl-CoA carboxylase, reaction (No1)
