enzyme	Kcat	ECC	rxnNames	enzGenes	enzNames	enz_panIDs
C4QZU2	0.450002880018432	0.112176927305894	methionine synthase (No1)	PAS_chr2-1_0160	PAS_chr2-1_0160	YER091C
C4QX36	0.979988632131867	0.086440843355488	acetohydroxy acid isomeroreductase (No1)	PAS_chr1-1_0432	PAS_chr1-1_0432	YLR355C
C4QYT3	0.499996000032	0.0831292307596873	5'-phosphoribosylformyl glycinamidine synthetase (No1)	PAS_chr1-4_0551	PAS_chr1-4_0551	YGR061C
C4R3L8	0.075999392004864	0.0793373877828635	squalene epoxidase (NADP) (No1)	PAS_chr3_0124	PAS_chr3_0124	YGR175C
C4R2M4	0.659992819278126	0.06375700869029	phosphoribosylpyrophosphate synthetase (No3)	PAS_chr2-2_0174	PAS_chr2-2_0174	YOL061W
C4QX40	0.659992819278126	0.0499556632304258	phosphoribosylpyrophosphate synthetase (No3)	PAS_chr1-1_0436	PAS_chr1-1_0436	YBL068W
C4R1A7	0.870013084996798	0.0419566196733774	chorismate synthase (No1)	PAS_chr2-1_0637	PAS_chr2-1_0637	YGL148W
C4QYY3	2.20004576095183	0.0384969212526287	glutamyl-tRNA synthetase (No1)	PAS_chr1-4_0598	PAS_chr1-4_0598	YGL245W
C4QZJ9	0.499996000032	0.0309795279486465	palmitoyl-CoA desaturase (n-C16:0CoA -> n-C16:1CoA), ER membrane (No1)	PAS_chr2-1_0072	PAS_chr2-1_0072	YGL055W
C4QX36	0.979988632131867	0.0296902043029169	ketol-acid reductoisomerase (2-aceto-2-hydroxybutanoate) (No1)	PAS_chr1-1_0432	PAS_chr1-1_0432	YLR355C
C4R8Y9	2.50002500025	0.0292856103667285	2-methylcitrate dehydratase (No1)	PAS_chr4_0795	PAS_chr4_0795	YDR234W
C4QXW1	30.099992174002	0.0289358578099119	acetyl-CoA carboxylase, reaction (No1)	PAS_chr1-4_0249	PAS_chr1-4_0249	YNR016C
C4QV90	52.9999003601873	0.0241304852810215	citrate hydroxymutase (No1)	PAS_chr1-3_0104	PAS_chr1-3_0104	YJL200C
C4R8H9	1.55001271010422	0.016792233303575	acteylornithine transaminase (No1)	PAS_chr4_0645	PAS_chr4_0645	YOL140W
C4QZJ9	0.35000035000035	0.0146246892645587	stearoyl-CoA desaturase (n-C18:0CoA -> n-C18:1CoA), ER membrane (No1)	PAS_chr2-1_0072	PAS_chr2-1_0072	YGL055W
C4QWS2	64.5004824636088	0.0118779170879703	fructose-bisphosphate aldolase (No2)	PAS_chr1-1_0319	PAS_chr1-1_0319	YKL060C
C4QV90	7.5000075000075	0.0109940396766056	homoacontinate hydratase (No2)	PAS_chr1-3_0104	PAS_chr1-3_0104	YJL200C
C4R439	3.19998361608389	0.0103075152477013	glutaminyl-tRNA synthetase (No1)	PAS_chr3_0285	PAS_chr3_0285	YOR168W
C4QXF2	6.7000597645331	0.00953954424729355	Aspartyl-tRNA synthetase (No1)	PAS_chr1-4_0095	PAS_chr1-4_0095	YLL018C
C4R264	3.40001441606112	0.00930124198553787	phosphomevalonate kinase (No1)	PAS_chr2-2_0318	PAS_chr2-2_0318	YMR220W
C4R4Y1	30.099992174002	0.00877985485369214	acetyl-CoA carboxylase, reaction (No1)	PAS_chr3_0569	PAS_chr3_0569	YDL141W
C4R3H8	230.005612136936	0.007749562904887	enolase (No1)	PAS_chr3_0082	PAS_chr3_0082	YPL281C
C4QYF0	5.13300646348174	0.00769674887609951	homocitrate synthase (No1)	PAS_chr1-4_0423	PAS_chr1-4_0423	YDL131W
C4QZX5	4.60003606428274	0.00698287912103216	hydroxymethylglutaryl CoA synthase (No1)	PAS_chr2-1_0191	PAS_chr2-1_0191	YML126C
C4R1L5	7.29995211231414	0.00654603216414517	alpha,alpha-trehalose-phosphate synthase (UDP-forming) (No1)	PAS_chr2-1_0739	PAS_chr2-1_0739	YML100W
C4R1L5	7.29995211231414	0.00654603216414517	trehalose-phosphatase (No1)	PAS_chr2-1_0739	PAS_chr2-1_0739	YML100W
C4QXA5	356.999547324574	0.00571366250229517	phosphofructokinase (No2)	PAS_chr1-4_0047	PFK2	YGR240C
C4QV36	7.29995211231414	0.00534765655084874	alpha,alpha-trehalose-phosphate synthase (UDP-forming) (No1)	PAS_chr1-3_0054	PAS_chr1-3_0054	YDR074W
C4QV36	7.29995211231414	0.00534765655084874	trehalose-phosphatase (No1)	PAS_chr1-3_0054	PAS_chr1-3_0054	YDR074W
C4R156	2.47993730718487	0.00514358370349486	dihydroorotase (reversible) (No1)	PAS_chr2-1_0593	PAS_chr2-1_0593	YLR420W
C4R045	20	0.0049426297349434	dolichyl-phosphate-mannose--protein mannosyltransferase (No5)	PAS_chr2-1_0257	PAS_chr2-1_0257	YGR199W
C4QX63	5.89999740400114	0.00466958799034197	mevalonate pyrophoshate decarboxylase (No1)	PAS_chr1-4_0003	PAS_chr1-4_0003	YNR043W
C4QXG0	6.99991880094191	0.0046368080080761	seryl-tRNA synthetase (No2)	PAS_chr1-4_0104	PAS_chr1-4_0104	YHR011W
C4R4Y8	3515.01756102774	0.00426267621897684	ATP synthase (No1)	PAS_chr3_0576	PAS_chr3_0576	YBL099W
C4R2N5	3515.01756102774	0.00391870576380656	ATP synthase (No1)	PAS_chr2-2_0165	PAS_chr2-2_0165	YJR121W
C4R1D1	8.5999312005504	0.00373900548282158	inosine monophosphate cyclohydrolase (No1)	PAS_chr2-1_0660	PAS_chr2-1_0660	YMR120C
C4R1D1	8.5999312005504	0.00373900548282158	phosphoribosylaminoimidazolecarboxamide formyltransferase (No1)	PAS_chr2-1_0660	PAS_chr2-1_0660	YMR120C
C4R588	6.0800178995727	0.00371001018247861	asparagine synthase (glutamine-hydrolysing) (No1)	PAS_chr3_0675	PAS_chr3_0675	YPR145W
C4R5I6	6.99991880094191	0.0033999972215239	phopshoribosylaminoimidazole synthetase (No1)	PAS_chr3_0770	PAS_chr3_0770	YGL234W
C4R5I6	6.99991880094191	0.0033999972215239	phosphoribosylglycinamidine synthetase (No1)	PAS_chr3_0770	PAS_chr3_0770	YGL234W
C4R470	1.65000165000165	0.003359606723163	squalene synthase (No1)	PAS_chr3_0317	PAS_chr3_0317	YHR190W
C4QWZ4	10.0999082928327	0.00333014226491011	argininosuccinate lyase (No1)	PAS_chr1-1_0390	PAS_chr1-1_0390	YHR019C
C4R8E8	5.5000055000055	0.00320223984952475	adenylosuccinate synthase (No1)	PAS_chr4_0613	PAS_chr4_0613	YNL220W
C4R0P1	441.997546029624	0.0030858488672158	glyceraldehyde-3-phosphate dehydrogenase (No1)	PAS_chr2-1_0437	PAS_chr2-1_0437	YJR009C
C4QWZ6	10.0999082928327	0.00304899434241043	prolyl-tRNA synthetase (No1)	PAS_chr1-1_0392	PAS_chr1-1_0392	YHR020W
C4R395	7.29995211231414	0.0030171415988894	alpha,alpha-trehalose-phosphate synthase (UDP-forming) (No1)	PAS_c131_0017	PAS_c131_0017	YBR126C
C4R395	7.29995211231414	0.0030171415988894	trehalose-phosphatase (No1)	PAS_c131_0017	PAS_c131_0017	YBR126C
C4R741	161.002595361837	0.00292698000694167	malate synthase (No1)	PAS_chr4_0191	PAS_chr4_0191	YNL117W
C4R8F9	1491.98505627768	0.00292003522765088	ATP:D-glucose 6-phosphotransferase (No1)	PAS_chr4_0624	PAS_chr4_0624	YDR516C
C4QXU6	2.70001728011059	0.00272160190670976	ATP phosphoribosyltransferase (No1)	PAS_chr1-4_0234	PAS_chr1-4_0234	YER055C
C4QVA9	93.4397799306303	0.00268389450553315	UTP-glucose-1-phosphate uridylyltransferase (No1)	PAS_chr1-3_0122	PAS_chr1-3_0122	YKL035W
C4R253	7.5000075000075	0.00266980598933847	adenylosuccinate lyase (No1)	PAS_chr2-2_0329	PAS_chr2-2_0329	YLR359W
C4QVI1	3.04998932503736	0.00260240676783906	GMP synthase (No1)	PAS_chr1-3_0191	PAS_chr1-3_0191	YMR217W
C4QXA7	22.5798876424791	0.00255389162457589	homoserine dehydrogenase (NADH) (No1)	PAS_chr1-4_0049	PAS_chr1-4_0049	YJR139C
C4QXA7	22.5798876424791	0.00255389162457589	homoserine dehydrogenase (NADP) (No1)	PAS_chr1-4_0049	PAS_chr1-4_0049	YJR139C
C4R901	3.40001441606112	0.00249379136880708	cytochrome P450 lanosterol 14-alpha-demethylase (NADP) (No1)	PAS_chr4_0806	NCP1	YHR042W
C4R5U7	7.5000075000075	0.00234619206099005	methionine adenosyltransferase (No1)	PAS_chr3_0876	PAS_chr3_0876	YDR502C
C4R783	60.4995813428971	0.00230766643368427	acetolactate synthase (No2)	PAS_chr4_0228	PAS_chr4_0228	YMR108W
C4QXL0	65.9992819278126	0.00230472436870687	L-aminoadipate-semialdehyde dehydrogenase (NADPH) (No1)	PAS_chr1-4_0153	PAS_chr1-4_0153	YBR115C
C4QYJ4	3515.01756102774	0.00229505307863603	ATP synthase (No1)	PAS_chr1-4_0465	PAS_chr1-4_0465	YBR039W
C4R5G8	49.9996000032	0.00219408886508309	valyl-tRNA synthetase (No1)	PAS_chr3_0754	PAS_chr3_0754	YGR094W
C4QX51	18.8005264147396	0.00211631924305438	saccharopine dehydrogenase (NAD, L-lysine forming) (No1)	PAS_chr1-1_0447	PAS_chr1-1_0447	YIR034C
C4QWZ4	10.0999082928327	0.00210749881952016	Asparaginyl-tRNA synthetase (No1)	PAS_chr1-1_0390	PAS_chr1-1_0390	YHR019C
C4R253	7.5000075000075	0.00204210518613553	adenylosuccinate lyase (AICAR) (No1)	PAS_chr2-2_0329	PAS_chr2-2_0329	YLR359W
C4R8X6	52.7002557016407	0.00204146743045681	glutamine synthetase (No1)	PAS_chr4_0785	PAS_chr4_0785	YPR035W
C4R632	3.40001441606112	0.00189384898814007	cytochrome P450 lanosterol 14-alpha-demethylase (NADP) (No1)	PAS_chr3_0957	PAS_chr3_0957	YHR007C
C4R4M3	3515.01756102774	0.00183940146287746	ATP synthase (No1)	PAS_chr3_0460	PAS_chr3_0460	YPL078C
C4QWD4	3515.01756102774	0.00157688227824458	ATP synthase (No1)	PAS_chr1-1_0191	PAS_chr1-1_0191	YDR298C
C4R3Q6	25.9994176130455	0.00157310935765983	arginyl-tRNA synthetase (No1)	PAS_chr3_0166	PAS_chr3_0166	YHR091C
C4R7U0	131.002536209101	0.0015515505073782	alanine glyoxylate aminotransferase (No1)	PAS_chr4_0416	PAS_chr4_0416	YFL030W
C4R4R8	99.9992000063999	0.00153153572968438	3-phosphoshikimate 1-carboxyvinyltransferase (No1)	PAS_chr3_0506	ARO1	YDR127W
