enzyme	Kcat	ECC	rxnNames	enzGenes	enzNames	enz_panIDs
C5DP64	0.066699749742539	0.188783452889129	hydroxymethylglutaryl CoA synthase (No1)	C5DP64_ZYGRC	C5DP64_ZYGRC	YML126C
C5E048	0.0223007207592949	0.125021044060758	tryptophan synthase (indoleglycerol phosphate) (No1)	C5E048_ZYGRC	C5E048_ZYGRC	YGL026C
C5DS52	0.0299998680005808	0.098091491101641	IMP dehydrogenase (No1)	C5DS52_ZYGRC	C5DS52_ZYGRC	YML056C
C5DVJ1	0.120000768004915	0.0848953786416636	phosphoribosylpyrophosphate amidotransferase (No1)	C5DVJ1_ZYGRC	C5DVJ1_ZYGRC	YMR300C
C5DRF8	0.699991880094191	0.0459158811583111	acetohydroxy acid isomeroreductase (No1)	C5DRF8_ZYGRC	C5DRF8_ZYGRC	YLR355C
C5DP64	0.066699749742539	0.0413213980796987	hydroxymethylglutaryl CoA synthase (No1)	C5DP64_ZYGRC	C5DP64_ZYGRC	YML126C
C5DVG6	1.49996100101397	0.0394166254164074	shikimate kinase (No1)	ARO1_ZYGRC	ARO1_ZYGRC	YDR127W
C5DZJ4	0.0533336746688512	0.0366655098948392	PS decarboxylase (1-16:0, 2-16:1), mitochondrial membrane (No1)	C5DZJ4_ZYGRC	C5DZJ4_ZYGRC	YNL169C
C5DV71	2.20004576095183	0.0284416844602111	alanyl-tRNA synthetase (No1)	C5DV71_ZYGRC	C5DV71_ZYGRC	YOR335C
C5E143	103.501668446895	0.0269141846328548	ubiquinol:ferricytochrome c reductase (No1)	C5E143_ZYGRC	C5E143_ZYGRC	YBL045C
C5E3V3	103.501668446895	0.0223555256524414	ubiquinol:ferricytochrome c reductase (No1)	C5E3V3_ZYGRC	C5E3V3_ZYGRC	YPR191W
C5E0E4	29.0001334006136	0.0210486882821353	glyceraldehyde-3-phosphate dehydrogenase (No1)	C5E0E4_ZYGRC	C5E0E4_ZYGRC	YJR009C
C5E3W9	18.0001152007373	0.0198157313819071	malate dehydrogenase (No1)	C5E3W9_ZYGRC	C5E3W9_ZYGRC	YKL085W
C5DSE1	103.501668446895	0.0177577115242912	ubiquinol:ferricytochrome c reductase (No1)	C5DSE1_ZYGRC	C5DSE1_ZYGRC	YOR065W
C5DPE2	0.870013084996798	0.0157980472824515	chorismate synthase (No1)	C5DPE2_ZYGRC	C5DPE2_ZYGRC	YGL148W
C5DRF8	0.699991880094191	0.015771342654808	ketol-acid reductoisomerase (2-aceto-2-hydroxybutanoate) (No1)	C5DRF8_ZYGRC	C5DRF8_ZYGRC	YLR355C
C5E462	103.501668446895	0.0129289988528294	ubiquinol:ferricytochrome c reductase (No1)	C5E462_ZYGRC	C5E462_ZYGRC	YEL024W
C5DT32	0.499996000032	0.0114906425893213	palmitoyl-CoA desaturase (n-C16:0CoA -> n-C16:1CoA), ER membrane (No1)	C5DT32_ZYGRC	C5DT32_ZYGRC	YGL055W
C5DQB1	2.50002500025	0.0109318700461639	2-methylcitrate dehydratase (No1)	C5DQB1_ZYGRC	C5DQB1_ZYGRC	YDR234W
