enzyme	Kcat	ECC	rxnNames	enzGenes	enzNames	enz_panIDs
I2H7E2	0.066699749742539	0.159177289068662	hydroxymethylglutaryl CoA synthase (No1)	I2H7E2_TETBL	I2H7E2_TETBL	YML126C
I2H827	29.0001334006136	0.113873806879464	glyceraldehyde-3-phosphate dehydrogenase (No1)	I2H827_TETBL	I2H827_TETBL	YJR009C
I2H574	0.230005612136936	0.108875232451641	hydroxymethylglutaryl CoA reductase (No1)	I2H574_TETBL	I2H574_TETBL	YML075C
I2GX34	0.0223007207592949	0.103816547145978	tryptophan synthase (indoleglycerol phosphate) (No1)	I2GX34_TETBL	I2GX34_TETBL	YGL026C
I2H559	0.0299998680005808	0.0815589715743639	IMP dehydrogenase (No1)	I2H559_TETBL	I2H559_TETBL	YML056C
I2H3X2	55.7999593776296	0.0463312897164236	hexokinase (D-glucose:ATP) (No2)	I2H3X2_TETBL	I2H3X2_TETBL	YGL253W
I2H288	0.120000768004915	0.0417661565816215	phosphoribosylpyrophosphate amidotransferase (No1)	I2H288_TETBL	I2H288_TETBL	YMR300C
I2GWX5	0.699991880094191	0.0376560079921761	acetohydroxy acid isomeroreductase (No1)	I2GWX5_TETBL	I2GWX5_TETBL	YLR355C
I2H3E8	1.49996100101397	0.0326768927926156	shikimate kinase (No1)	I2H3E8_TETBL	I2H3E8_TETBL	YDR127W
I2GXS6	0.0533336746688512	0.030400322345407	PS decarboxylase (1-16:0, 2-16:1), mitochondrial membrane (No1)	I2GXS6_TETBL	I2GXS6_TETBL	YNL169C
I2H850	64.5004824636088	0.0282001300787991	fructose-bisphosphate aldolase (No1)	I2H850_TETBL	I2H850_TETBL	YKL060C
I2GVV0	2.20004576095183	0.0234620788126797	alanyl-tRNA synthetase (No1)	I2GVV0_TETBL	I2GVV0_TETBL	YOR335C
I2GVU3	232.00348933248	0.0213957663843065	pyruvate kinase (No1)	I2GVU3_TETBL	I2GVU3_TETBL	YOR347C
I2GUZ4	0.75000075000075	0.0163917211248627	homoacontinate hydratase (No2)	I2GUZ4_TETBL	I2GUZ4_TETBL	YDR234W
I2H6V8	356.999547324574	0.0135068312140208	phosphofructokinase (No2)	I2H6V8_TETBL	I2H6V8_TETBL	YGR240C
I2GZH6	0.870013084996798	0.0131898539450359	chorismate synthase (No1)	I2GZH6_TETBL	I2GZH6_TETBL	YGL148W
I2GWX5	0.699991880094191	0.0129342835234581	ketol-acid reductoisomerase (2-aceto-2-hydroxybutanoate) (No1)	I2GWX5_TETBL	I2GWX5_TETBL	YLR355C
I2H6S5	13.7998796650493	0.0106720818101674	1,3-beta-glucan synthase (No5)	I2H6S5_TETBL	I2H6S5_TETBL	YGR032W
I2H216	0.499996000032	0.00976945883511062	palmitoyl-CoA desaturase (n-C16:0CoA -> n-C16:1CoA), ER membrane (No1)	I2H216_TETBL	I2H216_TETBL	YGL055W
I2H3Z5	0.789994248841868	0.00801440503493652	adenosylhomocysteinase (No1)	I2H3Z5_TETBL	I2H3Z5_TETBL	YER043C
I2GXS6	0.0533336746688512	0.00768023986620361	PS decarboxylase (1-18:0, 2-16:1), mitochondrial membrane (No1)	I2GXS6_TETBL	I2GXS6_TETBL	YNL169C
I2H5Y6	60.0003840024576	0.00673279206891558	pyruvate carboxylase (No1)	I2H5Y6_TETBL	I2H5Y6_TETBL	YBR218C
I2H8U8	8.04989647833129	0.00577479848836606	acetolactate synthase (No2)	I2H8U8_TETBL	I2H8U8_TETBL	YMR108W
