enzyme	Kcat	ECC	rxnNames	enzGenes	enzNames	enz_panIDs
A0A0A8L4H2	0.066699749742539	0.190202915426618	hydroxymethylglutaryl CoA synthase (No1)	A0A0A8L4H2_9SACH	A0A0A8L4H2_9SACH	YML126C
A0A0A8KZR9	0.230005612136936	0.125679917158396	hydroxymethylglutaryl CoA reductase (No1)	A0A0A8KZR9_9SACH	A0A0A8KZR9_9SACH	YML075C
A0A0A8L6I0	0.0223007207592949	0.125294658150342	tryptophan synthase (indoleglycerol phosphate) (No1)	A0A0A8L6I0_9SACH	A0A0A8L6I0_9SACH	YGL026C
A0A0A8L261	0.0299998680005808	0.0992160728203355	IMP dehydrogenase (No1)	A0A0A8L261_9SACH	A0A0A8L261_9SACH	YML056C
A0A0A8L4H2	0.066699749742539	0.0700490193878403	hydroxymethylglutaryl CoA synthase (No1)	A0A0A8L4H2_9SACH	A0A0A8L4H2_9SACH	YML126C
A0A0A8L6H1	0.699991880094191	0.0457089268476635	acetohydroxy acid isomeroreductase (No1)	A0A0A8L6H1_9SACH	A0A0A8L6H1_9SACH	YLR355C
A0A0A8LBQ8	29.0001334006136	0.0394020023700057	glyceraldehyde-3-phosphate dehydrogenase (No1)	A0A0A8LBQ8_9SACH	A0A0A8LBQ8_9SACH	YJR009C
A0A0A8L5X8	0.0533336746688512	0.0375623406419058	PS decarboxylase (1-16:0, 2-16:1), mitochondrial membrane (No1)	A0A0A8L5X8_9SACH	A0A0A8L5X8_9SACH	YNL169C
A0A0A8LAW8	2.20004576095183	0.0287780418627311	alanyl-tRNA synthetase (No1)	A0A0A8LAW8_9SACH	A0A0A8LAW8_9SACH	YOR335C
A0A0A8L5M8	103.501668446895	0.0222730888499358	ubiquinol:ferricytochrome c reductase (No1)	A0A0A8L5M8_9SACH	A0A0A8L5M8_9SACH	YBL045C
A0A0A8KZL9	103.501668446895	0.0178530474921425	ubiquinol:ferricytochrome c reductase (No1)	A0A0A8KZL9_9SACH	A0A0A8KZL9_9SACH	YPR191W
A0A0A8L904	0.870013084996798	0.0158434042767423	chorismate synthase (No1)	A0A0A8L904_9SACH	A0A0A8L904_9SACH	YGL148W
A0A0A8L6H1	0.699991880094191	0.0157002594110746	ketol-acid reductoisomerase (2-aceto-2-hydroxybutanoate) (No1)	A0A0A8L6H1_9SACH	A0A0A8L6H1_9SACH	YLR355C
A0A0A8KYW0	103.501668446895	0.0146326447406739	ubiquinol:ferricytochrome c reductase (No1)	A0A0A8KYW0_9SACH	A0A0A8KYW0_9SACH	YOR065W
A0A0A8LBH3	13.7998796650493	0.0123739071142671	1,3-beta-glucan synthase (No4)	A0A0A8LBH3_9SACH	A0A0A8LBH3_9SACH	YGR032W
A0A0A8L8H5	0.499996000032	0.0115465745529001	palmitoyl-CoA desaturase (n-C16:0CoA -> n-C16:1CoA), ER membrane (No1)	A0A0A8L8H5_9SACH	A0A0A8L8H5_9SACH	YGL055W
A0A0A8L0H2	2.50002500025	0.0109738547180221	2-methylcitrate dehydratase (No1)	A0A0A8L0H2_9SACH	A0A0A8L0H2_9SACH	YDR234W
A0A0A8L0H2	2.50002500025	0.0109738547180221	homoacontinate hydratase (No2)	A0A0A8L0H2_9SACH	A0A0A8L0H2_9SACH	YDR234W
A0A0A8L7S2	103.501668446895	0.0105778678586317	ubiquinol:ferricytochrome c reductase (No1)	A0A0A8L7S2_9SACH	A0A0A8L7S2_9SACH	YEL024W
A0A0A8L633	64.5004824636088	0.00996684336848379	fructose-bisphosphate aldolase (No1)	A0A0A8L633_9SACH	A0A0A8L633_9SACH	YKL060C
A0A0A8L0K0	0.789994248841868	0.00978634069556854	adenosylhomocysteinase (No1)	A0A0A8L0K0_9SACH	A0A0A8L0K0_9SACH	YER043C
A0A0A8L5X8	0.0533336746688512	0.00948957838928764	PS decarboxylase (1-18:0, 2-16:1), mitochondrial membrane (No1)	A0A0A8L5X8_9SACH	A0A0A8L5X8_9SACH	YNL169C
A0A0A8L1F3	1.20000768004915	0.00848868423210644	phosphoribosylpyrophosphate amidotransferase (No1)	A0A0A8L1F3_9SACH	A0A0A8L1F3_9SACH	YMR300C
A0A0A8LDP4	232.00348933248	0.00724716659465772	pyruvate kinase (No1)	A0A0A8LDP4_9SACH	A0A0A8LDP4_9SACH	YOR347C
A0A0A8L382	103.501668446895	0.00668900024122135	ubiquinol:ferricytochrome c reductase (No1)	A0A0A8L382_9SACH	A0A0A8L382_9SACH	YDR529C
A0A0A8LA23	8.04989647833129	0.0066867011010361	acetolactate synthase (No2)	A0A0A8LA23_9SACH	A0A0A8LA23_9SACH	YMR108W
A0A0A8LCU6	1.7400261699936	0.00663099158178751	adenylosuccinate lyase (No1)	A0A0A8LCU6_9SACH	A0A0A8LCU6_9SACH	YLR359W
A0A0A8L8C8	7.0999329766327	0.00662003428736392	glutamine synthetase (No1)	A0A0A8L8C8_9SACH	A0A0A8L8C8_9SACH	YPR035W
A0A0A8L460	60.0003840024576	0.00581025817827917	pyruvate carboxylase (No1)	A0A0A8L460_9SACH	A0A0A8L460_9SACH	YBR218C
A0A0A8LCU6	1.7400261699936	0.00561172288126701	adenylosuccinate lyase (AICAR) (No1)	A0A0A8LCU6_9SACH	A0A0A8LCU6_9SACH	YLR359W
A0A0A8L5X8	0.0533336746688512	0.00560158595230354	PS decarboxylase (1-16:1, 2-16:1), mitochondrial membrane (No1)	A0A0A8L5X8_9SACH	A0A0A8L5X8_9SACH	YNL169C
A0A0A8KYW4	103.501668446895	0.00558313667714124	ubiquinol:ferricytochrome c reductase (No1)	A0A0A8KYW4_9SACH	A0A0A8KYW4_9SACH	YEL039C
A0A0A8L8H5	0.35000035000035	0.00545091576997384	stearoyl-CoA desaturase (n-C18:0CoA -> n-C18:1CoA), ER membrane (No1)	A0A0A8L8H5_9SACH	A0A0A8L8H5_9SACH	YGL055W
A0A0A8LBX4	356.999547324574	0.00469095897691142	phosphofructokinase (No2)	A0A0A8LBX4_9SACH	A0A0A8LBX4_9SACH	YGR240C
A0A0A8L371	103.501668446895	0.00402432583636536	ubiquinol:ferricytochrome c reductase (No1)	A0A0A8L371_9SACH	A0A0A8L371_9SACH	YHR001W-A
A0A0A8L677	963.101649600506	0.00387911874993927	ATP synthase (No2)	A0A0A8L677_9SACH	A0A0A8L677_9SACH	YBL099W
A0A0A8L6N2	963.101649600506	0.00356050007988266	ATP synthase (No2)	A0A0A8L6N2_9SACH	A0A0A8L6N2_9SACH	YJR121W
A0A0A8LCX8	9.27007434599626	0.00354048323779303	2-isopropylmalate hydratase (reversible) (No1)	A0A0A8LCX8_9SACH	A0A0A8LCX8_9SACH	YGL009C
A0A0A8LCX8	9.27007434599626	0.00354048323779303	3-isopropylmalate dehydratase (reversible) (No1)	A0A0A8LCX8_9SACH	A0A0A8LCX8_9SACH	YGL009C
A0A0A8L4N3	49.9996000032	0.00290658118870595	adenylate kinase (No1)	A0A0A8L4N3_9SACH	A0A0A8L4N3_9SACH	YDL166C
A0A0A8L3R8	10.01001001001	0.00230518978577237	phosphomannomutase (reversible) (No1)	A0A0A8L3R8_9SACH	A0A0A8L3R8_9SACH	YFL045C
A0A0A8LCH2	4.90002959617876	0.00224458966671218	mevalonate pyrophoshate decarboxylase (No1)	A0A0A8LCH2_9SACH	A0A0A8LCH2_9SACH	YNR043W
A0A0A8L0D5	963.101649600506	0.00206962065422446	ATP synthase (No2)	A0A0A8L0D5_9SACH	A0A0A8L0D5_9SACH	YBR039W
A0A0A8L772	5.5000055000055	0.00187251277487536	adenylosuccinate synthase (No1)	A0A0A8L772_9SACH	A0A0A8L772_9SACH	YNL220W
A0A0A8LC16	14.9996100101397	0.00181651153252199	glycine hydroxymethyltransferase (No2)	A0A0A8LC16_9SACH	A0A0A8LC16_9SACH	YBR263W
A0A0A8L7X0	963.101649600506	0.00168973556289673	ATP synthase (No2)	A0A0A8L7X0_9SACH	A0A0A8L7X0_9SACH	YPL078C
