enzyme	Kcat	ECC	rxnNames	enzGenes	enzNames	enz_panIDs
A0A0L8RCR8	0.066699749742539	0.17702746534292	hydroxymethylglutaryl CoA synthase (No1)	A0A0L8RCR8_SACEU	A0A0L8RCR8_SACEU	YML126C
A0A0L8RJP2	29.0001334006136	0.127415679941894	glyceraldehyde-3-phosphate dehydrogenase (No1)	A0A0L8RJP2_SACEU	A0A0L8RJP2_SACEU	YJR009C
A0A0L8RJY3	0.0223007207592949	0.119196578508497	tryptophan synthase (indoleglycerol phosphate) (No1)	A0A0L8RJY3_SACEU	A0A0L8RJY3_SACEU	YGL026C
A0A0L8RDJ9	0.230005612136936	0.108011710953763	hydroxymethylglutaryl CoA reductase (No1)	A0A0L8RDJ9_SACEU	A0A0L8RDJ9_SACEU	YML075C
A0A0L8RFC8	0.0299998680005808	0.0919384749650978	IMP dehydrogenase (No1)	A0A0L8RFC8_SACEU	A0A0L8RFC8_SACEU	YML056C
A0A0L8RF89	55.7999593776296	0.0498854096457513	hexokinase (D-glucose:ATP) (No4)	A0A0L8RF89_SACEU	A0A0L8RF89_SACEU	YLR446W
A0A0L8RF71	0.699991880094191	0.0423868265959473	acetohydroxy acid isomeroreductase (No1)	A0A0L8RF71_SACEU	A0A0L8RF71_SACEU	YLR355C
A0A0L8RC11	0.0533336746688512	0.0348339715713995	PS decarboxylase (1-16:0, 2-16:1), mitochondrial membrane (No1)	A0A0L8RC11_SACEU	A0A0L8RC11_SACEU	YNL169C
A0A0L8RGD7	64.5004824636088	0.0330106275774386	fructose-bisphosphate aldolase (No1)	A0A0L8RGD7_SACEU	A0A0L8RGD7_SACEU	YKL060C
A0A0L8RPI4	232.00348933248	0.0238557310697993	pyruvate kinase (No1)	A0A0L8RPI4_SACEU	A0A0L8RPI4_SACEU	YOR347C
A0A0L8RDL9	356.999547324574	0.0157955734573007	phosphofructokinase (No1)	A0A0L8RDL9_SACEU	A0A0L8RDL9_SACEU	YGR240C
A0A0L8RIW7	0.870013084996798	0.0148536401967377	chorismate synthase (No1)	A0A0L8RIW7_SACEU	A0A0L8RIW7_SACEU	YGL148W
A0A0L8RF71	0.699991880094191	0.0145592047428161	ketol-acid reductoisomerase (2-aceto-2-hydroxybutanoate) (No1)	A0A0L8RF71_SACEU	A0A0L8RF71_SACEU	YLR355C
A0A0L8REL5	13.7998796650493	0.0116793721658162	1,3-beta-glucan synthase (No4)	A0A0L8REL5_SACEU	A0A0L8REL5_SACEU	YGR032W
A0A0L8RJ21	0.499996000032	0.0111686560956399	palmitoyl-CoA desaturase (n-C16:0CoA -> n-C16:1CoA), ER membrane (No1)	A0A0L8RJ21_SACEU	A0A0L8RJ21_SACEU	YGL055W
A0A0L8RP21	2.50002500025	0.0102796198690149	2-methylcitrate dehydratase (No1)	A0A0L8RP21_SACEU	A0A0L8RP21_SACEU	YDR234W
A0A0L8RP21	2.50002500025	0.0102796198690149	homoacontinate hydratase (No2)	A0A0L8RP21_SACEU	A0A0L8RP21_SACEU	YDR234W
A0A0L8RKL0	0.789994248841868	0.00902728151036154	adenosylhomocysteinase (No1)	A0A0L8RKL0_SACEU	A0A0L8RKL0_SACEU	YER043C
A0A0L8RC11	0.0533336746688512	0.00880031361603202	PS decarboxylase (1-18:0, 2-16:1), mitochondrial membrane (No1)	A0A0L8RC11_SACEU	A0A0L8RC11_SACEU	YNL169C
A0A0L8RM48	60.0003840024576	0.0074684416394872	pyruvate carboxylase (No1)	A0A0L8RM48_SACEU	A0A0L8RM48_SACEU	YBR218C
A0A0L8RDY9	8.04989647833129	0.00625537648961107	acetolactate synthase (No2)	A0A0L8RDY9_SACEU	A0A0L8RDY9_SACEU	YMR108W
A0A0L8RA64	7.0999329766327	0.00612377410985552	glutamine synthetase (No1)	A0A0L8RA64_SACEU	A0A0L8RA64_SACEU	YPR035W
A0A0L8RJ21	0.35000035000035	0.00527250878637642	stearoyl-CoA desaturase (n-C18:0CoA -> n-C18:1CoA), ER membrane (No1)	A0A0L8RJ21_SACEU	A0A0L8RJ21_SACEU	YGL055W
A0A0L8RC11	0.0533336746688512	0.00519472257049589	PS decarboxylase (1-16:1, 2-16:1), mitochondrial membrane (No1)	A0A0L8RC11_SACEU	A0A0L8RC11_SACEU	YNL169C
A0A0L8RBJ9	529.999003601873	0.00504909853568385	phosphoglycerate mutase (No1)	A0A0L8RBJ9_SACEU	A0A0L8RBJ9_SACEU	YOR283W
A0A0L8RNG0	963.101649600506	0.00479195850971344	phosphoglycerate kinase (No1)	A0A0L8RNG0_SACEU	A0A0L8RNG0_SACEU	YCR012W
A0A0L8RM19	999.992000064	0.00336840299129281	glucose-6-phosphate isomerase (No1)	A0A0L8RM19_SACEU	A0A0L8RM19_SACEU	YBR196C
A0A0L8RJG9	9.27007434599626	0.00326776399127223	2-isopropylmalate hydratase (reversible) (No1)	A0A0L8RJG9_SACEU	A0A0L8RJG9_SACEU	YGL009C
A0A0L8RJG9	9.27007434599626	0.00326776399127223	3-isopropylmalate dehydratase (reversible) (No1)	A0A0L8RJG9_SACEU	A0A0L8RJG9_SACEU	YGL009C
A0A0L8RMW5	499.996000032	0.00264210595068285	triose-phosphate isomerase (No1)	A0A0L8RMW5_SACEU	A0A0L8RMW5_SACEU	YDR050C
A0A0L8RLA9	49.9996000032	0.00261908817484097	adenylate kinase (No1)	A0A0L8RLA9_SACEU	A0A0L8RLA9_SACEU	YDL166C
A0A0L8RFN6	18.0001152007373	0.00240071716621972	malate dehydrogenase (No1)	A0A0L8RFN6_SACEU	A0A0L8RFN6_SACEU	YKL085W
A0A0L8RJX3	10.01001001001	0.00213932909910079	phosphomannomutase (reversible) (No1)	A0A0L8RJX3_SACEU	A0A0L8RJX3_SACEU	YFL045C
A0A0L8RCM4	4.90002959617876	0.00205802582319025	mevalonate pyrophoshate decarboxylase (No1)	A0A0L8RCM4_SACEU	A0A0L8RCM4_SACEU	YNR043W
A0A0L8REY7	14.9996100101397	0.0019139282417231	glycine hydroxymethyltransferase (No1)	A0A0L8REY7_SACEU	A0A0L8REY7_SACEU	YBR263W
A0A0L8RC46	5.5000055000055	0.00173093111013747	adenylosuccinate synthase (No1)	A0A0L8RC46_SACEU	A0A0L8RC46_SACEU	YNL220W
