gene_IDs	gene_names	K_score
A0A0A8L3S2_9SACH	YAT1	1000
A0A0A8L746_9SACH	IPP1	1000
A0A0A8L708_9SACH	MIS1	1000
YBR145W	ADH5	1000
A0A0A8L559_9SACH	SDH4	1000
A0A0A8KZ23_9SACH	GLY1	1000
A0A0A8L6F6_9SACH	YAT2	1000
YER062C	GPP2	1000
A0A0A8L1Z9_9SACH	DAK2	1000
A0A0A8LB58_9SACH	PFK1	1000
A0A0A8L4R4_9SACH	GPP1	1000
YJL045W	YJL045W	1000
A0A0A8L633_9SACH	FBA1	1000
A0A0A8LCR6_9SACH	SDH3	1000
A0A0A8L3X2_9SACH	SDH1	1000
A0A0A8L5G6_9SACH	SDH2	1000
A0A0A8L4C0_9SACH	MET17	1000
A0A0A8L5Y2_9SACH	CAT2	1000
YML070W	DAK1	1000
YOL086C	ADH1	1000
A0A0A8L939_9SACH	CRC1	1000
A0A0A8L669_9SACH	GCY1	1000
A0A0A8LA01_9SACH	NAT1	1000
A0A0A8L8X6_9SACH	NAT2	1000
A0A0A8L827_9SACH	ARD1	1000
A0A0A8LCS5_9SACH	HAM1	1000
YLR164W	SHH4	1000
YGR087C	PDC6	19.0841138214058
YLR044C	PDC1	19.0841138214058
YLR134W	PDC5	19.0841138214058
A0A0A8L9N1_9SACH	SER2	8.03678588983625
A0A0A8L4T4_9SACH	SER33	8.03678588983625
A0A0A8L3U8_9SACH	SER1	8.03678588983625
A0A0A8KZH6_9SACH	PGK1	2.60344583657235
A0A0A8LBQ8_9SACH	TDH2	2.60344583657235
A0A0A8LDP4_9SACH	PYK2	2.25411695733132
YGR254W	ENO1	2.10560314927207
YHR174W	ENO2	2.10560314927207
A0A0A8L780_9SACH	GPM1	2.10560314927207
YMR323W	ERR3	2.10560314927207
YOR393W	ERR1	2.10560314927207
A0A0A8L0Z1_9SACH	ERR2	2.10560314927207
A0A0A8L452_9SACH	YOR283W	2.10560314927207
A0A0A8LAK4_9SACH	GDH3	1.17392752312866
YOR375C	GDH1	1.17392752312866
YKR039W	GAP1	0.0260670706359864
A0A0A8LC08_9SACH	CDS1	0.0246298276875209
YKR067W	GPT2	0.0237002221173124
YJR130C	STR2	0.0232151291554928
A0A0A8L643_9SACH	URA7	0.0230425039701467
A0A0A8L506_9SACH	ACO2	0.0216977619904206
A0A0A8L2P6_9SACH	AQY1	0.0202599843017931
A0A0A8L982_9SACH	CIT1	0.0194280355126104
A0A0A8L338_9SACH	CIT3	0.0194280355126104
A0A0A8LDR8_9SACH	MDH1	0.0168067848706748
YLL058W	YLL058W	0.0164841147005113
A0A0A8L265_9SACH	YML082W	0.0164841147005113
A0A0A8L657_9SACH	PAH1	0.0146670075030517
A0A0A8L9P3_9SACH	CTP1	0.0131909967273236
A0A0A8L308_9SACH	FUM1	0.013118607473025
A0A0A8LAZ9_9SACH	RNR1	0.00925590638374231
YIL066C	RNR3	0.00925590638374231
A0A0A8LAZ4_9SACH	RNR2	0.00925590638374231
A0A0A8L7T4_9SACH	MPC1	0.00722515923762757
A0A0A8LD03_9SACH	MPC3	0.00722515923762757
YHR162W	MPC2	0.00722515923762757
A0A0A8L0Z6_9SACH	OSM1	0.00686067362049014
A0A0A8LB81_9SACH	RKI1	0.000867476448510931
A0A0A8LBA4_9SACH	IDH1	0.000723465113202113
A0A0A8L7Q3_9SACH	IDH2	0.000723465113202113
A0A0A8L735_9SACH	PPA2	0.000421832351670683
A0A0A8LA08_9SACH	YHM2	0.000295730762778948
A0A0A8L0J4_9SACH	PET9	0.000147224744436644
YBR085W	AAC3	0.000147224744436644
YLR174W	IDP2	0.000144778508606177
A0A0A8LBZ7_9SACH	CYS3	0
A0A0A8LA70_9SACH	PDB1	0
A0A0A8LAT4_9SACH	SHM1	0
A0A0A8L7D0_9SACH	SLC1	0
A0A0A8L1Q0_9SACH	IDP1	0
YDL085W	NDE2	0
A0A0A8L705_9SACH	KGD2	0
A0A0A8L199_9SACH	GNP1	0
A0A0A8LAE2_9SACH	PDA1	0
A0A0A8LA63_9SACH	CYS4	0
A0A0A8L6W0_9SACH	PDX1	0
A0A0A8LAN3_9SACH	LSC2	0
A0A0A8LCZ8_9SACH	SOL4	0
A0A0A8L0Z7_9SACH	GND2	0
A0A0A8L7N5_9SACH	LEU5	0
YHR163W	SOL3	0
A0A0A8LBC2_9SACH	KGD1	0
A0A0A8LCY4_9SACH	MIR1	0
A0A0A8KYY9_9SACH	TGL4	0
A0A0A8L286_9SACH	NDI1	0
A0A0A8L841_9SACH	NDE1	0
A0A0A8LBQ6_9SACH	LAT1	0
A0A0A8L4W9_9SACH	ZWF1	0
YOR081C	TGL5	0
A0A0A8L7Q7_9SACH	LSC1	0
