gene_IDs	gene_names	K_score
YBR145W	ADH5	1000
Q6CXV1_KLULA	SOL4	1000
F2Z6B1_KLULA	GND2	1000
YHR163W	SOL3	1000
Q6CIL7_KLULA	UGP1	1000
G6PD_KLULA	ZWF1	1000
YOL086C	ADH1	1000
PPN1_KLULA	PPN1	1000
YGR087C	PDC6	16.1680208411652
YLR044C	PDC1	16.1680208411652
YLR134W	PDC5	16.1680208411652
KPYK_KLULA	PYK2	1.28192174432076
Q6CNK3_KLULA	GPM1	1.24913005588205
ENO_KLULA	ERR2	1.24913005588205
Q6CU83_KLULA	YOR283W	1.24913005588205
PGK_KLULA	PGK1	1.20726488976301
G3P2_KLULA	TDH2	1.20726488976301
TPIS_KLULA	TPI1	1.18480018151385
PFKA2_KLULA	PFK1	1.17838779484338
ALF_KLULA	FBA1	1.17838779413983
G6PI_KLULA	PGI1	1.04783057216784
Q6CS60_KLULA	YNK1	0.233085321515548
GAL7_KLULA	GAL7	0.233079473791773
YKR039W	GAP1	0.232788334924629
Q6CPY5_KLULA	SLC1	0.232651047165901
Q6CXK3_KLULA	TGL4	0.232651047165901
YOR081C	TGL5	0.232651047165901
Q6CVR5_KLULA	AQY1	0.205663367026441
Q6CKA1_KLULA	IDP1	0.192211034967051
Q6CR09_KLULA	GCV2	0.178905528809302
Q6CY31_KLULA	GCV3	0.178905034613268
Q6CW56_KLULA	GCV1	0.178905034613268
Q6CN85_KLULA	FET4	0.155524054864176
Q6CSH7_KLULA	FUM1	0.151714510771574
Q6CJY2_KLULA	RNR2	0.14955383144909
YDL085W	NDE2	0.147902085414239
Q6CM97_KLULA	NDE1	0.147902085414239
Q6CU38_KLULA	RNR1	0.138868153672614
YIL066C	RNR3	0.138868153672614
Q6CRD9_KLULA	PAH1	0.130410515168003
Q6CML2_KLULA	MPC1	0.113079847712087
Q6CXU6_KLULA	MPC3	0.113079847712087
YHR162W	MPC2	0.113079847712087
ADT_KLULA	PET9	0.102403828633532
YBR085W	AAC3	0.102403828633532
Q6CR80_KLULA	LPD1	0.101501719971634
Q6CKM3_KLULA	PDB1	0.101031977494881
ODPA_KLULA	PDA1	0.101031977494881
Q6CNU8_KLULA	PDX1	0.101031977494881
Q6CL95_KLULA	LAT1	0.101031977494881
YLR304C	ACO1	0.0881707210743551
Q6CIK3_KLULA	MDH1	0.0862038221820158
F2Z606_KLULA	CIT1	0.0862038221820158
Q6CN97_KLULA	CIT3	0.0862038221820158
YLR174W	IDP2	0.085038886974468
Q6CUA9_KLULA	NDI1	0.0818313588731479
Q6CV65_KLULA	MIR1	0.0706859624694338
Q6CQK0_KLULA	KGD2	0.0701429392468284
Q6CXU7_KLULA	LSC2	0.0701429392468284
Q6CPP8_KLULA	LSC1	0.0701429392468284
Q6CJQ7_KLULA	OSM1	0.0701429392468284
Q6CLA7_KLULA	KGD1	0.0701429392468284
Q6CKS1_KLULA	YHM2	0.0543694761606593
IDH1_KLULA	IDH1	0
IDH2_KLULA	IDH2	0
