gene_IDs	gene_names	K_score
YBR145W	ADH5	1000
A0A0X8HTZ2_9SACH	PFK1	1000
A0A0X8HSX2_9SACH	FBA1	1000
YOL086C	ADH1	1000
A0A109UZM9_9SACH	HAM1	1000
YGR087C	PDC6	22.0701478554559
YLR044C	PDC1	22.0701478554559
YLR134W	PDC5	22.0701478554559
A0A0X8HT91_9SACH	PYK2	2.38520725345696
YGR254W	ENO1	2.23128521837395
YHR174W	ENO2	2.23128521837395
A0A109V0G8_9SACH	GPM1	2.23128521837395
YMR323W	ERR3	2.23128521837395
YOR393W	ERR1	2.23128521837395
A0A109UZC9_9SACH	ERR2	2.23128521837395
A0A120K0P8_9SACH	YOR283W	2.23128521837395
A0A0X8HRB3_9SACH	PGK1	2.07664043050827
A0A109UYN1_9SACH	TDH2	2.07664043050827
A0A0X8HVU3_9SACH	HXK2	1.21421139285055
YKR067W	GPT2	0.371443761379846
YKR039W	GAP1	0.370798999517263
A0A109UVZ2_9SACH	SLC1	0.370580319431976
A0A0X8HT89_9SACH	TGL4	0.370580319431976
YOR081C	TGL5	0.370580319431976
A0A120K0R0_9SACH	ERG12	0.370099406066843
A0A109UYX8_9SACH	URA7	0.368716299872597
A0A109UY25_9SACH	RNR1	0.364087823260201
YIL066C	RNR3	0.364087823260201
A0A0X8HWP4_9SACH	RNR2	0.362983656418117
YDL085W	NDE2	0.362170667936279
A0A0X8HUF6_9SACH	NDE1	0.362170667936279
A0A0X8HSR2_9SACH	AQY1	0.349604566928309
A0A0X8HTU9_9SACH	MPC1	0.349477860766769
A0A0X8HRW0_9SACH	MPC3	0.349477860766769
YHR162W	MPC2	0.349477860766769
A0A120K1W3_9SACH	PDB1	0.337262215219005
A0A0X8HVB7_9SACH	PDA1	0.337262215219005
A0A120K1D0_9SACH	PDX1	0.337262215219005
A0A109UY64_9SACH	LAT1	0.337262215219005
A0A109UVN4_9SACH	DCD1	0.334071752081201
YLR304C	ACO1	0.312453033339359
A0A0X8HS93_9SACH	MDH1	0.312453033339358
A0A120K2L6_9SACH	CIT1	0.312453033339358
A0A0X8HV31_9SACH	CTP1	0.308021480534992
A0A0X8HU84_9SACH	RKI1	0.268187215709381
A0A0X8HVY8_9SACH	SOL4	0.26445322572264
A0A109UWH7_9SACH	GND2	0.26445322572264
YHR163W	SOL3	0.26445322572264
A0A120K1L2_9SACH	ZWF1	0.26445322572264
A0A120K0V3_9SACH	PET9	0.264342970870907
YBR085W	AAC3	0.264342970870907
A0A0X8HUM8_9SACH	TAL1	0.264319816535633
A0A109UX06_9SACH	RPE1	0.262472588890253
A0A109UWT9_9SACH	TKL2	0.262451011107954
A0A109UYU6_9SACH	NDI1	0.250215178787074
A0A0X8HRR7_9SACH	YHM2	0.245295790544877
YLR174W	IDP2	0.244451120015045
A0A109UZ47_9SACH	IDH1	0.244117345824109
A0A109V0J8_9SACH	IDH2	0.244117345824109
A0A0X8HT66_9SACH	MIR1	0.24210238967276
A0A109UZ06_9SACH	PAH1	0.207725570256479
A0A0X8HRK6_9SACH	FUM1	0.186266115760275
A0A0X8HRS7_9SACH	LPD1	0.13386831552392
A0A0X8HT74_9SACH	SDH2	0.000940390465678205
A0A109UWQ3_9SACH	KGD2	0.000940390465678205
A0A120K154_9SACH	SDH4	0.000940390465678205
A0A0X8HRV1_9SACH	LSC2	0.000940390465678205
A0A120K1S2_9SACH	KGD1	0.000940390465678205
YJL045W	YJL045W	0.000940390465678205
YKL141W	SDH3	0.000940390465678205
A0A0X8HWF2_9SACH	SDH1	0.000940390465678205
A0A120K2M5_9SACH	LSC1	0.000940390465678205
YLR164W	SHH4	0.000940390465678205
