gene_IDs	gene_names	K_score
A0A0L8RML9_SACEU	MIS1	1000
YBR145W	ADH5	1000
A0A0L8RK91_SACEU	GLY1	1000
YER062C	GPP2	1000
A0A0L8RMB7_SACEU	DAK2	1000
A0A0L8RKJ6_SACEU	GPP1	1000
A0A0L8RI03_SACEU	PFK26	1000
A0A0L8RGA7_SACEU	FBP26	1000
A0A0L8REW1_SACEU	MET17	1000
YML070W	DAK1	1000
YOL086C	ADH1	1000
A0A0L8RHG7_SACEU	PFK27	1000
A0A0L8RBP2_SACEU	GCY1	1000
A0A0L8RLG1_SACEU	NAT1	1000
A0A0L8RJZ1_SACEU	NAT2	1000
A0A0L8RBE4_SACEU	ARD1	1000
A0A0L8RJA0_SACEU	YLR345W	1000
A0A0L8RP61_SACEU	PPN1	1000
YGR087C	PDC6	6.68110813392235
YLR044C	PDC1	6.68110813392235
YLR134W	PDC5	6.68110813392235
A0A0L8RPI4_SACEU	PYK2	3.19829085709386
YGR254W	ENO1	2.97683541160483
YHR174W	ENO2	2.97683541160483
A0A0L8RFH9_SACEU	GPM1	2.97683541160483
YMR323W	ERR3	2.97683541160483
YOR393W	ERR1	2.97683541160483
A0A0L8RKR9_SACEU	ERR2	2.97683541160483
A0A0L8RBJ9_SACEU	YOR283W	2.97683541160483
A0A0L8RNG0_SACEU	PGK1	1.27825394648687
A0A0L8RJP2_SACEU	TDH2	1.27825394648687
A0A0L8RMW5_SACEU	TPI1	1.26437931558321
A0A0L8RDL9_SACEU	PFK1	1.25603564493328
A0A0L8RGD7_SACEU	FBA1	1.25603564493328
A0A0L8RM19_SACEU	PGI1	1.14083732196726
YKR039W	GAP1	0.0256520248845678
A0A0L8RJB9_SACEU	MPC1	0.0252309083092672
A0A0L8RJQ2_SACEU	MPC3	0.0252309083092672
YHR162W	MPC2	0.0252309083092672
A0A0L8RFN6_SACEU	MDH1	0.0251530467279564
A0A0L8RNI6_SACEU	CDS1	0.0242377522924899
A0A0L8RBW2_SACEU	ALE1	0.0233229982820098
YJR130C	STR2	0.0228457512577586
A0A0L8RE80_SACEU	AQY1	0.0204119928362191
YLL058W	YLL058W	0.0162218345471983
A0A0L8RCV7_SACEU	YML082W	0.0162218345471983
A0A0L8RMB3_SACEU	CTP1	0.0149671192233829
A0A0L8RDI1_SACEU	PAH1	0.0144336366099935
A0A0L8RCD1_SACEU	IDH1	0.0105952619351914
A0A0L8RB32_SACEU	IDH2	0.0105952619351914
A0A0L8RPC4_SACEU	GDH3	0.0102974874173534
YOR375C	GDH1	0.0102974874173534
A0A0L8RK19_SACEU	RNR4	0.00994748051024789
A0A0L8RKP0_SACEU	RNR1	0.00860658412794489
YIL066C	RNR3	0.00860658412794489
A0A0L8RHA0_SACEU	RNR2	0.00860658412794489
A0A0L8REC2_SACEU	YHM2	0.00582433069312115
A0A0L8RER2_SACEU	IDP1	0.0045989805895089
YLR174W	IDP2	0.00411448606293121
A0A0L8RNY4_SACEU	GCV1	0.00189232404536828
A0A0L8RPE1_SACEU	GCV3	0.00189232404536501
A0A0L8RKX5_SACEU	LPD1	0.00189232404536501
A0A0L8RDK2_SACEU	GCV2	0.00189232404536485
A0A0L8RAZ0_SACEU	YMC1	0.000946162022682507
A0A0L8RLJ9_SACEU	SER33	0.000175953254118056
A0A0L8RJM1_SACEU	SER2	0.000175953254118056
A0A0L8RB80_SACEU	SER1	0.000175953254118056
A0A0L8RMP0_SACEU	PET9	0.000170240491529027
YBR085W	AAC3	0.000170240491529027
A0A0L8RDE7_SACEU	yHMPu5000034881_Torulaspora_pretoriensis@Seq_848	0.000170240491529027
A0A0L8RKX4_SACEU	PIC2	8.49419488786939e-05
A0A0L8RGW8_SACEU	MIR1	8.49419488786939e-05
A0A0L8RPK9_SACEU	CYS3	0
A0A0L8REY7_SACEU	SHM1	0
YCL040W	GLK1	0
A0A0L8RLC1_SACEU	SLC1	0
YDL085W	NDE2	0
A0A0L8RMK4_SACEU	GNP1	0
YFR053C	HXK1	0
A0A0L8RL34_SACEU	HXK2	0
A0A0L8RJL9_SACEU	CYS4	0
A0A0L8RCS3_SACEU	NDI1	0
A0A0L8RDF9_SACEU	NDE1	0
A0A0L8RE00_SACEU	FDH1	0
A0A0L8RF89_SACEU	YLR446W	0
