gene_IDs	gene_names	K_score
C1TC_SCHPO	MIS1	1000
YBR145W	ADH5	1000
YGR087C	PDC6	1000
OAC1_SCHPO	OAC1	1000
YLR044C	PDC1	1000
YLR134W	PDC5	1000
YOL086C	ADH1	1000
ARGI2_SCHPO	CAR1	1000
KPYK_SCHPO	PYK2	3.56215622502537
PMGY_SCHPO	GPM1	3.40245002401974
ENO12_SCHPO	ERR2	3.40245002401974
YFFL_SCHPO	YOR283W	3.40245002401974
PGK_SCHPO	PGK1	2.2820746838059
G3P1_SCHPO	TDH2	2.2820746838059
PFKA_SCHPO	PFK1	1.09920103287174
ALF_SCHPO	FBA1	1.09920103287174
G6PI_SCHPO	PGI1	1.05402583515241
CDSH_SCHPO	CDS1	0.0723101448743099
MET7_SCHPO	YML082W	0.0687506814396207
PSS_SCHPO	CHO1	0.0670930460985997
ACSA_SCHPO	ACS1	0.0620061072505529
YJR130C	STR2	0.0608405967866944
YPL061W	ALD6	0.0604909914371364
ALE1_SCHPO	ALE1	0.0596965011455541
FUMH_SCHPO	FUM1	0.0581091644714464
KAD6_SCHPO	FAP7	0.0578946377134214
NDK_SCHPO	YNK1	0.0553297682578584
YJR148W	BAT2	0.0545292928245629
DGK1_SCHPO	DGK1	0.052203041332597
PROB_SCHPO	PRO1	0.0521251181568465
P5CR_SCHPO	PRO3	0.0521251181568465
PROA_SCHPO	PRO2	0.0521251181568465
OSM1_SCHPO	OSM1	0.0520098604356326
YEL047C	FRD1	0.0482837432498132
PUT2_SCHPO	PUT2	0.0482837432498132
PROD_SCHPO	PUT1	0.0482837432498132
YOR222W	ODC2	0.0468250754974712
ODC_SCHPO	ODC1	0.0468250754974712
BCA1_SCHPO	BAT1	0.0342922682116481
PUR8_SCHPO	ADE13	0.0326087878165401
YOL4_SCHPO	SCT1	0.0314837525292951
Q9P3E3_SCHPO	MAE1	0.025591658210638
PURA_SCHPO	ADE12	0.00900073595406155
ADH4_SCHPO	ADH4	0.00694116304677751
ADH_SCHPO	ADH3	0.00694116304677751
YLX6_SCHPO	yHMPu5000034605_Spencermartinsiella_europaea@Seq_3484	0.00569685279149491
ADT_SCHPO	PET9	0.000446461283402157
YBR085W	AAC3	0.000446461283402157
MPCP_SCHPO	PIC2	0.000290526106618
GPD1_SCHPO	GPD2	0.000200839587334002
YIL053W	GPP1	1.28119973626839e-06
YI7H_SCHPO	FPS1	1.28119973626839e-06
YFL054C	AQY3	1.28119973626839e-06
IDHP_SCHPO	IDP1	0
AMPD_SCHPO	AMD1	0
YG1D_SCHPO	YHM2	0
YMR303C	ADH2	0
IDH1_SCHPO	IDH1	0
IDH2_SCHPO	IDH2	0
PPN1_SCHPO	PPN1	0
