gene_IDs	gene_names	K_score
A0A3F2Y7F9_DEKBR	TPI1	1000
A0A3F2Y9L1_DEKBR	SDH4	1000
A0A3F2Y3S8_DEKBR	BNA7	1000
A0A3F2Y2S5_DEKBR	GLY1	1000
A0A3F2YA20_DEKBR	ARO9	1000
YJL045W	YJL045W	1000
A0A3F2Y9U5_DEKBR	BNA2	1000
A0A3F2Y880_DEKBR	SDH3	1000
A0A3F2XZ79_DEKBR	SDH1	1000
A0A3F2XZ24_DEKBR	SDH2	1000
A0A3F2Y8S2_DEKBR	BNA5	1000
A0A3F2XWF2_DEKBR	TAL1	1000
A0A3F2Y7K8_DEKBR	AMD1	1000
YLR164W	SHH4	1000
A0A3F2Y730_DEKBR	OSM1	1000
A0A3F2Y3E4_DEKBR	TRP1	15.2813054880179
A0A3F2XXH8_DEKBR	TRP4	15.2813054880179
A0A3F2Y3U7_DEKBR	TRP5	15.2813054880179
YAL038W	CDC19	3.85725326891117
Dekkera_bruxellensis@Seq_5579	PYK2	3.85725326891117
YGR254W	ENO1	3.31751919090767
YHR174W	ENO2	3.31751919090767
A0A3F2Y365_DEKBR	GPM1	3.31751919090767
YMR323W	ERR3	3.31751919090767
YOR393W	ERR1	3.31751919090767
A0A3F2XYX3_DEKBR	ERR2	3.31751919090767
A0A3F2Y364_DEKBR	YOR283W	3.31751919090767
A0A3F2Y7R7_DEKBR	PGK1	2.78699821021028
A0A3F2Y7B1_DEKBR	TDH2	2.78699821021028
YGR087C	PDC6	2.62194573763988
YLR044C	PDC1	2.62194573763988
YLR134W	PDC5	2.62194573763988
Dekkera_bruxellensis@Seq_5182	THR4	2.49237641472077
A0A3F2Y4R2_DEKBR	THR1	2.49237641472077
A0A3F2Y5R6_DEKBR	ADE12	2.175932801755
A0A3F2Y4D9_DEKBR	PRS4	1.54934177340579
YER099C	PRS2	1.54934177340579
Dekkera_bruxellensis@Seq_574	PRS3	1.54934177340579
A0A3F2Y452_DEKBR	PRS1	1.54934177340579
A0A3F2Y9S6_DEKBR	PRS5	1.54934177340579
A0A3F2XYT3_DEKBR	RPE1	1.54416793217273
A0A3F2Y4C8_DEKBR	HOM2	1.327091662133
A0A3F2YA09_DEKBR	HOM3	1.327091662133
A0A3F2Y7I8_DEKBR	HOM6	1.327091662133
A0A3F2Y9V2_DEKBR	FBA1	1.30091727645106
A0A3F2XXQ1_DEKBR	PFK1	1.30091727645105
A0A3F2Y2A7_DEKBR	RKI1	1.23830946949265
A0A3F2Y746_DEKBR	PGI1	1.20813089586789
Dekkera_bruxellensis@Seq_2680	ERG26	0.405514935349217
A0A3F2Y183_DEKBR	ERG4	0.405514935349217
A0A3F2Y1N5_DEKBR	ERG25	0.405514935349217
A0A3F2XYF9_DEKBR	ERG1	0.405514935349217
A0A3F2Y1L7_DEKBR	ERG11	0.405514935349217
A0A3F2Y7Q2_DEKBR	NCP1	0.405514935349217
A0A3F2Y6E2_DEKBR	ERG7	0.405514935349217
A0A3F2Y3S5_DEKBR	ERG9	0.405514935349217
A0A3F2Y724_DEKBR	ERG20	0.405514935349217
A0A3F2YA36_DEKBR	ERG27	0.405514935349217
A0A3F2XYL4_DEKBR	HMG1	0.405514935349217
Dekkera_bruxellensis@Seq_2940	ERG24	0.405514935349217
A0A3F2Y705_DEKBR	MVD1	0.405514935349217
A0A3F2XY94_DEKBR	IDI1	0.405514935349217
A0A3F2Y625_DEKBR	ERG12	0.405514935349217
A0A3F2XXL7_DEKBR	ERG8	0.405514935349217
Dekkera_bruxellensis@Seq_1358	ERG13	0.405514935349217
A0A3F2Y8B3_DEKBR	ERG10	0.405514935349217
YHR046C	INM1	0.397470517311404
Dekkera_bruxellensis@Seq_256	INO1	0.397470517311392
A0A3F2Y3F4_DEKBR	CTP1	0.385250272488836
A0A3F2Y0X7_DEKBR	ACS1	0.381742817680671
YPL061W	ALD6	0.379783663604184
Dekkera_bruxellensis@Seq_4842	AQY1	0.376066999969913
YLR304C	ACO1	0.372711042276898
A0A3F2Y9T4_DEKBR	Lachancea_dasiensis@Seq_2651	0.364568216051699
A0A3F2Y8U9_DEKBR	Dekkera_bruxellensis@Seq_511	0.364568216051699
A0A3F2XYU1_DEKBR	ADH3	0.360856783742181
A0A3F2XXY5_DEKBR	PSD1	0.360336837411949
YLR174W	IDP2	0.360242028578767
A0A3F2XXV8_DEKBR	YHM2	0.360062764165112
A0A3F2Y601_DEKBR	IDH1	0.359859643861725
A0A3F2XX50_DEKBR	IDH2	0.359859643861725
A0A3F2Y3H8_DEKBR	PET9	0.350069559231092
YBR085W	AAC3	0.350069559231092
A0A3F2Y3X3_DEKBR	CHO1	0.346924627300326
YMR303C	ADH2	0.332257714072942
A0A3F2XWQ5_DEKBR	PIC2	0.327867765074609
A0A3F2Y9Z9_DEKBR	BPL1	0.325789066624949
A0A3F2Y206_DEKBR	ACC1	0.325789066624949
A0A3F2Y5I6_DEKBR	OLE1	0.323125950833888
A0A3F2XXB0_DEKBR	PHO87	0.26871846043672
YJL198W	PHO90	0.26871846043672
A0A3F2Y8A1_DEKBR	PHO84	0.26871846043672
YNR013C	PHO91	0.26871846043672
A0A3F2Y9W2_DEKBR	TRX2	0.217061378639605
A0A3F2Y1W5_DEKBR	ISN1	0.205067063328444
A0A3F2Y4N1_DEKBR	MPC1	0.173289375746646
A0A3F2Y1G5_DEKBR	MPC3	0.173289375746646
YHR162W	MPC2	0.173289375746646
A0A3F2Y9Q9_DEKBR	HAM1	0.143657473386938
Dekkera_bruxellensis@Seq_4663	ARO8	0.136711375552296
YLR043C	TRX1	0.121296553935395
YDR353W	TRR1	0.0748749141155678
YCR005C	CIT2	0.000203624966699193
A0A3F2XXK8_DEKBR	MDH3	0.000191380386162932
A0A3F2XXR3_DEKBR	AHP1	0.000177174969125074
A0A3F2XZM3_DEKBR	DLD1	0
YDR453C	TSA2	0
A0A3F2Y1U0_DEKBR	CYC7	0
YEL047C	FRD1	0
YEL071W	DLD3	0
A0A3F2Y876_DEKBR	ICL1	0
A0A3F2Y3U6_DEKBR	SOL4	0
A0A3F2Y549_DEKBR	GND2	0
