gene_IDs	gene_names	K_score
YBR145W	ADH5	1000
W0T4J4_KLUMD	PFK1	1000
W0T9W3_KLUMD	FBA1	1000
YOL086C	ADH1	1000
YGR087C	PDC6	4.95544441276283
YLR044C	PDC1	4.95544441276283
YLR134W	PDC5	4.95544441276283
W0TDT2_KLUMD	PYK2	2.40759970815492
YGR254W	ENO1	2.25659098870044
YHR174W	ENO2	2.25659098870044
W0T6W1_KLUMD	GPM1	2.25659098870044
YMR323W	ERR3	2.25659098870044
YOR393W	ERR1	2.25659098870044
W0T7K9_KLUMD	ERR2	2.25659098870044
W0T550_KLUMD	YOR283W	2.25659098870044
W0T3H5_KLUMD	PGK1	2.1037631380468
W0TG93_KLUMD	TDH2	2.10376313804679
W0TEG4_KLUMD	IDP1	1.06207420484661
YKR067W	GPT2	0.341154869614561
YKR039W	GAP1	0.340562683402087
W0TDL8_KLUMD	SLC1	0.340361835091325
YOR081C	TGL5	0.340361835091325
W0T9Z2_KLUMD	ERG12	0.340164886379191
W0T9M7_KLUMD	GAL7	0.339697099138401
W0TIH4_KLUMD	URA7	0.339093877531117
W0TG25_KLUMD	RNR1	0.335557587042866
YIL066C	RNR3	0.335557587042866
W0TBL9_KLUMD	RNR2	0.334713971523541
YDL085W	NDE2	0.319286878674906
W0T415_KLUMD	NDE1	0.319286878674906
W0T9A8_KLUMD	AQY1	0.318061011436286
W0T704_KLUMD	DCD1	0.312624437349665
W0T7F0_KLUMD	TGL4	0.297930629771298
W0TE31_KLUMD	CTP1	0.283796846846422
W0T7V7_KLUMD	HIS7	0.277470338455756
W0T4F1_KLUMD	SAM2	0.277470338455756
W0T4S5_KLUMD	HIS2	0.277470338455756
W0T9Z7_KLUMD	ERG7	0.277470338455756
W0THB9_KLUMD	NCE103	0.277470338455756
W0TAM2_KLUMD	HIS3	0.277470338455756
W0T4T5_KLUMD	GPD2	0.277405079583454
W0TFW7_KLUMD	RKI1	0.242638865526502
W0T4I6_KLUMD	SOL4	0.23921681009927
W0T3V9_KLUMD	GND2	0.23921681009927
YHR163W	SOL3	0.23921681009927
W0TCY6_KLUMD	ZWF1	0.23921681009927
W0TCV6_KLUMD	TAL1	0.239094719636875
W0TD99_KLUMD	RPE1	0.237405444845806
W0THR5_KLUMD	TKL2	0.237386516461211
W0TEY4_KLUMD	PET9	0.231115235903624
YBR085W	AAC3	0.231115235903624
W0T7F3_KLUMD	MIR1	0.230769004093936
W0T673_KLUMD	CIT1	0.227255427330556
W0TFA8_KLUMD	CIT3	0.227255427330556
W0TEG9_KLUMD	MDH1	0.227255427330556
YLR304C	ACO1	0.227255427330556
W0T581_KLUMD	YHM2	0.226999856748736
YLR174W	IDP2	0.226302819226674
W0TGG7_KLUMD	IDH1	0.221801205094572
W0T7K3_KLUMD	IDH2	0.221801205094572
W0T527_KLUMD	NDI1	0.2179188767044
W0T686_KLUMD	PAH1	0.190786885651913
W0TJM6_KLUMD	FUM1	0.170645437233108
W0TCR3_KLUMD	GCV3	0
W0T518_KLUMD	ACH1	0
W0TBW1_KLUMD	GCV1	0
W0TBX1_KLUMD	KGD2	0
W0TCX8_KLUMD	ALD5	0
W0TFW6_KLUMD	LPD1	0
W0TDY2_KLUMD	KGD1	0
W0TD64_KLUMD	GCV2	0
YOR374W	ALD4	0
W0TBT9_KLUMD	OSM1	0
