gene_IDs	gene_names	K_score
YBR145W	ADH5	1000
G0VGB3_NAUCC	PFK1	1000
YOL086C	ADH1	1000
YGR087C	PDC6	14.9818737111651
YLR044C	PDC1	14.9818737111651
YLR134W	PDC5	14.9818737111651
Naumovozyma_castellii@Seq_4084	Naumovozyma_castellii@Seq_4084	14.9818737111651
KPYK_NAUCC	PYK2	2.604736100726
YGR254W	ENO1	2.45087226255438
YHR174W	ENO2	2.45087226255438
G0VGV0_NAUCC	GPM1	2.45087226255438
YMR323W	ERR3	2.45087226255438
YOR393W	ERR1	2.45087226255438
G0VDJ1_NAUCC	ERR2	2.45087226255438
G0VB23_NAUCC	YOR283W	2.45087226255438
G0VIH0_NAUCC	PGK1	2.27001509469856
YGR192C	TDH3	2.27001509469856
YJL052W	TDH1	2.27001509469856
G0VHC2_NAUCC	TDH2	2.27001509469856
G0VF23_NAUCC	HXK2	1.21679105774387
G0VJE4_NAUCC	YNK1	0.293557037380196
YKR039W	GAP1	0.293292694006119
YDL085W	NDE2	0.281418520934562
G0V660_NAUCC	NDE1	0.281418520934562
G0VJH1_NAUCC	AQY1	0.26843240853323
G0VIX5_NAUCC	PDB1	0.251823631228882
G0V9G1_NAUCC	PDA1	0.251823631228882
G0V725_NAUCC	PDX1	0.251823631228882
G0VIE2_NAUCC	LAT1	0.251823631228882
YDR111C	ALT2	0.238785514755962
G0VJG3_NAUCC	MDH1	0.216608049995787
G0VDD3_NAUCC	CIT1	0.216608049995787
G0VAN3_NAUCC	CIT3	0.216608049995787
G0VEG2_NAUCC	MPC1	0.213503521416057
G0VG32_NAUCC	MPC3	0.213503521416057
YHR162W	MPC2	0.213503521416057
G0VAS2_NAUCC	SAM2	0.202105819339741
G0VIZ6_NAUCC	ERG7	0.201990591589588
G0VFZ9_NAUCC	SER33	0.20197536437665
G0VEH3_NAUCC	GCV2	0.196752266942719
G0V763_NAUCC	GCV3	0.196752266942515
G0V801_NAUCC	GCV1	0.196752266942515
G0VA31_NAUCC	RKI1	0.175005611373298
G0VJW9_NAUCC	PET9	0.171287470322831
YBR085W	AAC3	0.171287470322831
G0V7D1_NAUCC	AAC1	0.171287470322831
G0VDT5_NAUCC	SOL4	0.170945711088566
G0VGR6_NAUCC	GND2	0.170945711088566
YHR163W	SOL3	0.170945711088566
G0VJI9_NAUCC	ZWF1	0.170945711088566
G0VKQ5_NAUCC	TAL1	0.170641976138473
G0V7S8_NAUCC	RPE1	0.168797743117278
G0VJU0_NAUCC	TKL2	0.168779062559181
G0VDN5_NAUCC	PAH1	0.164276332762754
G0VAY5_NAUCC	NDI1	0.154673725577079
G0V9U6_NAUCC	IDH1	0.148679457498289
G0VJ56_NAUCC	IDH2	0.148679457498289
YLR174W	IDP2	0.148171470913233
G0VC58_NAUCC	YHM2	0.148171470913233
G0VE52_NAUCC	FUM1	0.147842332868526
G0VHH2_NAUCC	NCE103	0.146908960789357
G0VFW3_NAUCC	PIC2	0.145630435591239
G0V8J8_NAUCC	MIR1	0.145630435591239
G0VKJ3_NAUCC	LPD1	0.113721921079658
YLR304C	ACO1	0.101552838780498
G0VHK0_NAUCC	OSM1	0.0611191223290484
G0V9W9_NAUCC	KGD1	0.0018175201808022
G0VBW9_NAUCC	KGD2	0.00181752018080101
G0VG31_NAUCC	LSC2	0.001817520180801
G0VJ61_NAUCC	LSC1	0.001817520180801
G0VAE6_NAUCC	SHB17	0
