enzymes	shortNames	abs_usage	grRules	subSystems
W0T2F2	Kluyveromyces_marxianus@Seq_2245	0	W0T2F2_KLUMD	sce00130  Ubiquinone and other terpenoid-quinone biosynthesis // sce01110  Biosynthesis of secondary metabolites // sce00130  Ubiquinone and other terpenoid-quinone biosynthesis // sce01110  Biosynthesis of secondary metabolites // sce00130  Ubiquinone and other terpenoid-quinone biosynthesis // sce01110  Biosynthesis of secondary metabolites // sce00130  Ubiquinone and other terpenoid-quinone biosynthesis // sce01110  Biosynthesis of secondary metabolites // sce00130  Ubiquinone and other terpenoid-quinone biosynthesis // sce01110  Biosynthesis of secondary metabolites
W0T2N8	Kluyveromyces_marxianus@Seq_3697	0	W0T2N8_KLUMD	sce00480  Glutathione metabolism
W0T2P1	Kluyveromyces_marxianus@Seq_1780	0	W0T2P1_KLUMD	
W0T2S9	Kluyveromyces_marxianus@Seq_3061	0	W0T2S9_KLUMD	sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism
W0T2Z0	Kluyveromyces_marxianus@Seq_5094	0	W0T2Z0_KLUMD	sce00020  Citrate cycle (TCA cycle) // sce00630  Glyoxylate and dicarboxylate metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01210  2-Oxocarboxylic acid metabolism // sce01230  Biosynthesis of amino acids // sce00020  Citrate cycle (TCA cycle) // sce00630  Glyoxylate and dicarboxylate metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01210  2-Oxocarboxylic acid metabolism // sce01230  Biosynthesis of amino acids // sce00020  Citrate cycle (TCA cycle) // sce00630  Glyoxylate and dicarboxylate metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01210  2-Oxocarboxylic acid metabolism // sce01230  Biosynthesis of amino acids // sce00300  Lysine biosynthesis // sce01130  Biosynthesis of antibiotics // sce01210  2-Oxocarboxylic acid metabolism // sce01230  Biosynthesis of amino acids // sce00020  Citrate cycle (TCA cycle) // sce00630  Glyoxylate and dicarboxylate metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01210  2-Oxocarboxylic acid metabolism // sce01230  Biosynthesis of amino acids //  // sce00020  Citrate cycle (TCA cycle) // sce00630  Glyoxylate and dicarboxylate metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01210  2-Oxocarboxylic acid metabolism // sce01230  Biosynthesis of amino acids // sce00020  Citrate cycle (TCA cycle) // sce00630  Glyoxylate and dicarboxylate metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01210  2-Oxocarboxylic acid metabolism // sce01230  Biosynthesis of amino acids // sce00020  Citrate cycle (TCA cycle) // sce00630  Glyoxylate and dicarboxylate metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01210  2-Oxocarboxylic acid metabolism // sce01230  Biosynthesis of amino acids // sce00300  Lysine biosynthesis // sce01130  Biosynthesis of antibiotics // sce01210  2-Oxocarboxylic acid metabolism // sce01230  Biosynthesis of amino acids // sce00020  Citrate cycle (TCA cycle) // sce00630  Glyoxylate and dicarboxylate metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01210  2-Oxocarboxylic acid metabolism // sce01230  Biosynthesis of amino acids // 
W0T302	Kluyveromyces_marxianus@Seq_310	0	W0T302_KLUMD	sce00130  Ubiquinone and other terpenoid-quinone biosynthesis // sce01110  Biosynthesis of secondary metabolites // sce00130  Ubiquinone and other terpenoid-quinone biosynthesis // sce01110  Biosynthesis of secondary metabolites // sce00130  Ubiquinone and other terpenoid-quinone biosynthesis // sce01110  Biosynthesis of secondary metabolites // sce00130  Ubiquinone and other terpenoid-quinone biosynthesis // sce01110  Biosynthesis of secondary metabolites // sce00130  Ubiquinone and other terpenoid-quinone biosynthesis // sce01110  Biosynthesis of secondary metabolites
W0T3B0	Kluyveromyces_marxianus@Seq_3051	0	W0T3B0_KLUMD	sce00020  Citrate cycle (TCA cycle) // sce00620  Pyruvate metabolism // sce01200  Carbon metabolism // sce01230  Biosynthesis of amino acids
W0T3E2	Kluyveromyces_marxianus@Seq_4889	6.85457476295252e-05	W0T3E2_KLUMD	sce00230  Purine metabolism // sce00250  Alanine, aspartate and glutamate metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics
W0T3G4	Kluyveromyces_marxianus@Seq_424	7.16106503283009e-06	W0T3G4_KLUMD	sce00900  Terpenoid backbone biosynthesis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics
W0T3H5	Kluyveromyces_marxianus@Seq_4108	3.22067678097722e-06	W0T3H5_KLUMD	Gluconeogenesis // sce00010  Glycolysis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01230  Biosynthesis of amino acids // Gluconeogenesis // sce00010  Glycolysis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01230  Biosynthesis of amino acids
W0T3L9	Kluyveromyces_marxianus@Seq_3794	0	W0T3L9_KLUMD	sce00190  Oxidative phosphorylation
W0T3M6	Kluyveromyces_marxianus@Seq_4271	0	W0T3M6_KLUMD	 // 
W0T3P9	Kluyveromyces_marxianus@Seq_1725	3.38367060672393e-05	W0T3P9_KLUMD	Gluconeogenesis // sce00010  Glycolysis // sce00051  Fructose and mannose metabolism // sce00052  Galactose metabolism // sce00500  Starch and sucrose metabolism // sce00520  Amino sugar and nucleotide sugar metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // 
W0T3U2	Kluyveromyces_marxianus@Seq_712	0	W0T3U2_KLUMD	
W0T3V9	Kluyveromyces_marxianus@Seq_4323	7.30430229232314e-06	W0T3V9_KLUMD	sce00030  Pentose phosphate pathway // sce00480  Glutathione metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism
W0T3Y2	Kluyveromyces_marxianus@Seq_4489	0	W0T3Y2_KLUMD	sce00970  Aminoacyl-tRNA biosynthesis
