enzymes	shortNames	abs_usage	grRules	subSystems
A0A0L8R9K9	Saccharomyces_eubayanus@Seq_3284	0	A0A0L8R9K9_SACEU	sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system // sce04933  AGE-RAGE signaling pathway in diabetic complications // sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system // sce04933  AGE-RAGE signaling pathway in diabetic complications // sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system // sce04933  AGE-RAGE signaling pathway in diabetic complications // sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system // sce04933  AGE-RAGE signaling pathway in diabetic complications // sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system // sce04933  AGE-RAGE signaling pathway in diabetic complications // sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system // sce04933  AGE-RAGE signaling pathway in diabetic complications // sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system // sce04933  AGE-RAGE signaling pathway in diabetic complications // sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system // sce04933  AGE-RAGE signaling pathway in diabetic complications // sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system // sce04933  AGE-RAGE signaling pathway in diabetic complications // sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system // sce04933  AGE-RAGE signaling pathway in diabetic complications // sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system // sce04933  AGE-RAGE signaling pathway in diabetic complications // sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system // sce04933  AGE-RAGE signaling pathway in diabetic complications // sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system // sce04933  AGE-RAGE signaling pathway in diabetic complications // sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system // sce04933  AGE-RAGE signaling pathway in diabetic complications // sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system // sce04933  AGE-RAGE signaling pathway in diabetic complications // sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system // sce04933  AGE-RAGE signaling pathway in diabetic complications
A0A0L8R9P7	Saccharomyces_eubayanus@Seq_277	0	A0A0L8R9P7_SACEU	 // 
A0A0L8R9R5	Saccharomyces_eubayanus@Seq_1353	0.000284196578380277	A0A0L8R9R5_SACEU	sce00190  Oxidative phosphorylation // sce00920  Sulfur metabolism // sce00190  Oxidative phosphorylation // sce00920  Sulfur metabolism
A0A0L8R9T4	Saccharomyces_eubayanus@Seq_4892	0	A0A0L8R9T4_SACEU	sce00220  Arginine biosynthesis // sce00330  Arginine and proline metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01230  Biosynthesis of amino acids
A0A0L8R9Y5	Saccharomyces_eubayanus@Seq_3656	2.23752406708654e-06	A0A0L8R9Y5_SACEU	sce00190  Oxidative phosphorylation // sce00190  Oxidative phosphorylation
A0A0L8RA23	Saccharomyces_eubayanus@Seq_3622	0	A0A0L8RA23_SACEU	sce00670  One carbon pool by folate // sce01200  Carbon metabolism
A0A0L8RA24	Saccharomyces_eubayanus@Seq_3607	0	A0A0L8RA24_SACEU	 // 
A0A0L8RA26	Saccharomyces_eubayanus@Seq_4078	0	A0A0L8RA26_SACEU	 // 
A0A0L8RA47	Saccharomyces_eubayanus@Seq_4625	1.28831587829111e-07	A0A0L8RA47_SACEU	sce00061  Fatty acid biosynthesis // sce01212  Fatty acid metabolism // sce00061  Fatty acid biosynthesis // sce01212  Fatty acid metabolism
A0A0L8RA64	Saccharomyces_eubayanus@Seq_2502	1.34063788499357e-05	A0A0L8RA64_SACEU	sce00220  Arginine biosynthesis // sce00250  Alanine, aspartate and glutamate metabolism // sce00630  Glyoxylate and dicarboxylate metabolism // sce00910  Nitrogen metabolism // sce01230  Biosynthesis of amino acids
A0A0L8RA75	Saccharomyces_eubayanus@Seq_2167	7.09334275065042e-08	A0A0L8RA75_SACEU	sce00400  Phenylalanine, tyrosine and tryptophan biosynthesis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01230  Biosynthesis of amino acids
A0A0L8RA90	Saccharomyces_eubayanus@Seq_4872	0	A0A0L8RA90_SACEU	sce00500  Starch and sucrose metabolism
A0A0L8RAA7	Saccharomyces_eubayanus@Seq_2800	0	A0A0L8RAA7_SACEU	sce00970  Aminoacyl-tRNA biosynthesis
