enzymes	shortNames	abs_usage	grRules	subSystems
A0A1L5YR35	Dekkera_bruxellensis@Seq_4964	0	A0A1L5YR35_DEKBR	 // 
A0A3F2XWC9	Dekkera_bruxellensis@Seq_3042	5.63629488869329e-07	A0A3F2XWC9_DEKBR	sce00190  Oxidative phosphorylation // sce00190  Oxidative phosphorylation // sce00190  Oxidative phosphorylation
A0A3F2XWF2	Dekkera_bruxellensis@Seq_2497	1.01005747365388e-06	A0A3F2XWF2_DEKBR	sce00030  Pentose phosphate pathway // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01230  Biosynthesis of amino acids // sce00030  Pentose phosphate pathway // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01230  Biosynthesis of amino acids
A0A3F2XWM1	Dekkera_bruxellensis@Seq_3062	0	A0A3F2XWM1_DEKBR	sce00230  Purine metabolism // sce00230  Purine metabolism // sce00230  Purine metabolism
A0A3F2XWQ3	Dekkera_bruxellensis@Seq_4207	0	A0A3F2XWQ3_DEKBR	sce00740  Riboflavin metabolism // sce01110  Biosynthesis of secondary metabolites
A0A3F2XWR5	Dekkera_bruxellensis@Seq_5432	0	A0A3F2XWR5_DEKBR	
A0A3F2XWV0	Dekkera_bruxellensis@Seq_2395	0	A0A3F2XWV0_DEKBR	 //  //  // 
A0A3F2XWY7	Dekkera_bruxellensis@Seq_3620	0	A0A3F2XWY7_DEKBR	sce00900  Terpenoid backbone biosynthesis // sce01130  Biosynthesis of antibiotics // sce00900  Terpenoid backbone biosynthesis // sce01130  Biosynthesis of antibiotics
A0A3F2XX05	Dekkera_bruxellensis@Seq_3161	3.64935893332848e-07	A0A3F2XX05_DEKBR	sce00290  Valine, leucine and isoleucine biosynthesis // sce00660  C5-Branched dibasic acid metabolism // sce01110  Biosynthesis of secondary metabolites // sce01210  2-Oxocarboxylic acid metabolism // sce01230  Biosynthesis of amino acids
A0A3F2XX08	Dekkera_bruxellensis@Seq_3205	0	A0A3F2XX08_DEKBR	sce00230  Purine metabolism // sce00240  Pyrimidine metabolism // sce00480  Glutathione metabolism // sce00230  Purine metabolism // sce00240  Pyrimidine metabolism // sce00480  Glutathione metabolism // sce00230  Purine metabolism // sce00240  Pyrimidine metabolism // sce00480  Glutathione metabolism // sce00230  Purine metabolism // sce00240  Pyrimidine metabolism // sce00480  Glutathione metabolism // sce00230  Purine metabolism // sce00240  Pyrimidine metabolism // sce00480  Glutathione metabolism // sce00230  Purine metabolism // sce00240  Pyrimidine metabolism // sce00480  Glutathione metabolism
A0A3F2XX35	Dekkera_bruxellensis@Seq_4609	0	A0A3F2XX35_DEKBR	 // 
A0A3F2XX48	Dekkera_bruxellensis@Seq_515	0	A0A3F2XX48_DEKBR	 // 
A0A3F2XX49	Dekkera_bruxellensis@Seq_3682	0	A0A3F2XX49_DEKBR	sce00520  Amino sugar and nucleotide sugar metabolism
A0A3F2XX72	Dekkera_bruxellensis@Seq_2666	0	A0A3F2XX72_DEKBR	sce04070  Phosphatidylinositol signaling system // sce04138  Autophagy - yeast // sce04070  Phosphatidylinositol signaling system // sce04138  Autophagy - yeast // sce04070  Phosphatidylinositol signaling system // sce04138  Autophagy - yeast // sce04070  Phosphatidylinositol signaling system // sce04138  Autophagy - yeast
A0A3F2XXA3	Dekkera_bruxellensis@Seq_1936	3.26526265606065e-09	A0A3F2XXA3_DEKBR	sce00340  Histidine metabolism // sce01110  Biosynthesis of secondary metabolites // sce01230  Biosynthesis of amino acids
